sep=; 
"codigo_comuna";"poblacion";"15-44";"45-64";"65-74";"75+";"65+";"30+";"perc_mujer";"nombre_comuna";"codigo_provincia";"nombre_provincia";"codigo_region";"nombre_region";"region";"superficie";"perimetro";"superficie_censal";"zona";"zona_termica";"densidad_pob_manzana_media";"densidad_pob_manzana_mediana";"densidad_pob_manzana_p90";"covid_fallecidos";"tasa_mortalidad_covid";"dias_primerMuerte";"covid_fallecidos_65";"covid_fallecidos_75";"mp25";"mp25_fall";"mp25_winter";"mp25_spring";"mp25_summer";"mp25_2017";"mp25_2018";"mp25_2019";"mp25_2020";"mp10";"mp10_fall";"mp10_winter";"mp10_spring";"mp10_summer";"mp10_2017";"mp10_2018";"mp10_2019";"mp10_2020";"camas";"casos_confirmados";"tasa_contagios";"dias_primerContagio";"cfr_0_20";"cfr_0_20_aplanados";"cfr_0_30";"cfr_0_30_aplanados";"cfr_10_20";"cfr_10_20_aplanados";"cfr_raw_0";"cfr_raw_0_aplanados";"cfr_raw_10";"cfr_raw_10_aplanados";"cfr_raw_20";"cfr_raw_20_aplanados";"ifr_0_20";"ifr_0_20_aplanados";"ifr_0_30";"ifr_0_30_aplanados";"ifr_10_20";"ifr_10_20_aplanados";"ifr_raw_0";"ifr_raw_0_aplanados";"ifr_raw_10";"ifr_raw_10_aplanados";"ifr_raw_20";"ifr_raw_20_aplanados";"heating_degree_15_anual";"heating_degree_15_fall";"heating_degree_15_spring";"heating_degree_15_summer";"heating_degree_15_winter";"heating_degree_18_anual";"heating_degree_18_fall";"heating_degree_18_spring";"heating_degree_18_summer";"heating_degree_18_winter";"hr_anual";"hr_fall";"hr_spring";"hr_summer";"hr_winter";"tmed_anual";"tmed_fall";"tmed_spring";"tmed_summer";"tmed_winter";"ingresoTotal_media";"ingresoTotal_mediana";"ingresoAutonomo_media";"ingresoAutonomo_mediana";"perc_ocupado";"perc_menor_media";"perc_FFAA";"perc_fonasa_A";"perc_fonasa_B";"perc_fonasa_C";"perc_fonasa_D";"perc_isapre";"perc_salud";"perc_lenaCocina";"perc_lenaCalefaccion";"perc_lenaAgua";"cons_lena_kg";"perc_puebloOrig";"viviendas";"perc_rural";"perc_material_irrecuperable";"perc_vivSinHac";"perc_vivHacMedio";"perc_vivHacCritico";"perc_vivAntes2002";"pcr_region";"consumo_lena_m3";"penetracion_lena";"consumo_lena_pp";"cons_lena_calefactor_pp";"cons_lena_cocina_pp";"cons_lena_urbana";"pda";"movilidad";"defunciones";"tasa_mortalidad_all";"def_total";"def_total_30";"def_total_65";"def_total_75";"def_allCauses";"def_allCauses_30";"def_allCauses_65";"def_allCauses_75";"def_extCauses";"def_extCauses_30";"def_extCauses_65";"def_extCauses_75";"def_cancer";"def_cancer_30";"def_cancer_65";"def_cancer_75";"def_pulmonar";"def_pulmonar_30";"def_pulmonar_65";"def_pulmonar_75";"def_cardio";"def_cardio_30";"def_cardio_65";"def_cardio_75";"def_cardioPulmonar";"def_cardioPulmonar_30";"def_cardioPulmonar_65";"def_cardioPulmonar_75";"tasaMorbilidad_ALL";"tasaMorbilidad_ALL_65plus";"tasaMorbilidad_CPM";"tasaMorbilidad_CPM_65plus";"tasaMorbilidad_CVD";"tasaMorbilidad_CVD_65plus";"tasaMorbilidad_RSP";"tasaMorbilidad_RSP_65plus";"tasa_camas";"dias_cuarentena";"densidad_pob";"densidad_pob_censal";"perc_letalidad";"hdd15_winter_lenaCalefaccion";"rm";"region_num";"quintil_dens_pob"
"01101";191468;47.1170117199741;22.4246349259406;5.75187498694299;3.5081580211837;9.26003300812668;55.0603756241252;50.4371487663735;"Iquique";"011";"Iquique";"01";"Tarapaca";"Tarapaca";2288634893.8759;374579.809501847;20815232.1517932;"Norte";"1";3291.43988359934;1603.65794631619;10320.6672483102;163;85.1317191384461;166;107;63;11.7563563071541;13.4769294161284;14.1879432624113;10.1129196589313;8.78085331839344;12.5927564347826;11.1404958677686;11.5358166189112;10.4584837545126;NA;NA;NA;NA;NA;NA;NA;NA;NA;508;7605;3971.9430923183;214;3.25560357087731;3.29835375878122;3.59280684538377;3.65824085198475;2.4528589263843;2.51950878250053;2.8381786548254;2.85646796372548;2.46265425776341;2.54425630890896;1.63814421302648;1.67346579844975;3.81735511193557;3.84886889342562;4.0171174080467;4.06101120976814;2.87354797958314;2.94496640523446;3.35481162459428;3.36768130206208;2.90324598749882;2.9843632881238;1.85651685335544;1.89522611203901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.440928198288;76.1348913820984;77.0556205945062;68.5771710587036;83.2512218724946;NA;NA;NA;NA;NA;489111.802247231;350000;529467.951382437;380000;57.3771306465239;30.9343182271911;4.68132721335434;15.1526569386404;22.435546116782;11.4743897147816;8.7238245301546;14.7467516156288;81.5961003726261;0.681204936524085;1.72402353253417;0.85924713584288;1.05590798733483;17.081183278668;66986;1.25504000668519;1.48986355357836;86.2606459906797;7.52584498366276;2.41755494848858;70.4027707282119;106449;3732.90423811797;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;6.34913229822047;1211;632.481667954959;1060;1000;707;496;970;934;682;478;90;66;25;18;261;256;177;108;108;106;88;70;248;246;186;134;356;353;275;203;80.7461880562316;149.057220963107;12.5435908596743;55.5036332624594;7.27251647782803;39.416808803944;5.27107438184627;16.0868244585154;265.318486640065;168;83.6603516412096;9198.4561403753;2.14332675871137;NA;"Resto Chile";"I";"Q4"
"01107";108375;48.80184544406;18.6251441753172;3.0237600922722;1.23552479815456;4.25928489042676;44.4530565167243;49.9829296424452;"Alto Hospicio";"011";"Iquique";"01";"Tarapaca";"Tarapaca";574120502.043465;101901.048786893;25174425.5784177;"Norte";"1";1959.27403231825;868.166990585556;5660.07177846776;57;52.5951557093426;169;33;16;11.7563563071541;13.4769294161284;14.1879432624113;10.1129196589313;8.78085331839344;12.5927564347826;11.1404958677686;11.5358166189112;10.4584837545126;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;4193;3868.97347174164;207;1.76058186138451;1.74374669202081;2.48036820339894;2.43507291750665;1.50204325951237;1.52003164581218;1.24644208082095;1.21712728301836;1.47050204336152;1.54563656670673;0.815083760062433;0.780648526318842;2.02415740987953;2.00806889339774;2.80746925606562;2.71975286863005;1.68223999581293;1.70233781411641;1.43229654320063;1.38054924194308;1.63038281993684;1.71988035260035;0.956599245250746;0.936650029655128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.440928198288;76.1348913820984;77.0556205945062;68.5771710587036;83.2512218724946;NA;NA;NA;NA;NA;341771.582782774;3e+05;410591.611502389;345000;55.0503762982011;43.5965641451926;1.53822057720367;35.9008812206844;18.7727209028184;13.0048059088773;12.741841083514;7.30366254770874;85.4934716595114;0.661568389632278;0.412692662103945;0.770254625071867;0.835423496226271;29.5049596309112;33178;2.29850057670127;5.77491108565917;80.5855270094542;13.2428917864549;2.07008048360454;68.494182892278;106449;2112.90396727409;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;5.05805524860062;122;112.572087658593;289;259;153;86;261;242;150;86;28;17;3;2;74;72;40;21;27;26;19;10;65;65;43;28;92;91;63;38;51.9849656743712;123.578611032798;7.88440207452709;54.6471196316136;3.87287525856642;38.2012968705949;4.01152681596067;16.4458227610187;14.7635524798155;168;188.766991623294;4304.9641654152;1.35940853803959;NA;"Resto Chile";"I";"Q4"
"01401";15711;49.5385398765196;20.2342307937114;4.48093692317485;2.71147603589842;7.19241295907326;51.5753293870537;42.7980395900961;"Pozo Almonte";"014";"Tamarugal";"01";"Tarapaca";"Tarapaca";13778622109.4228;713804.149639632;5464506.52459789;"Norte";"1";372.627357185601;129.518165349356;1045.27098994764;13;82.7445738654446;146;10;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1067;6791.42002418688;200;1.12930104904863;1.13548938566745;0.847695927713869;0.865768048911524;0.858795128047918;0.872587199913495;0.641031013196072;0.652606102515342;0.323262867068045;0.348987254457664;0.760966700877647;0.738891958014364;1.38395718410441;1.39299601836618;1.10545079005858;1.1257601899612;1.15864479949986;1.1787704661669;0.777299339442224;0.791415191714164;0.608097770818147;0.638096122100949;0.848282751811685;0.828367926761896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.440928198288;76.1348913820984;77.0556205945062;68.5771710587036;83.2512218724946;NA;NA;NA;NA;NA;440220.854145754;3e+05;508168.246796393;321145.833333333;53.8547130821809;46.120864476505;3.20280537697253;29.3395675043834;22.8579777907656;8.69666861484512;8.95967270601987;14.3775569842198;82.8449653702717;2.06269192884872;0;0.556231531374935;12.5199715707178;41.8432945070333;8926;35.7456559098721;3.38337441183061;82.0029382957884;11.9000979431929;2.44857982370225;88.1021734259467;106449;306.305275477215;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;1.84381420468821;15;95.4745083062822;52;48;30;18;46;43;28;17;6;5;2;2;10;10;6;4;5;5;4;3;13;13;8;6;19;18;13;9;47.983050143326;85.5527179861365;7.25631119050587;31.7402407880336;3.57276390677579;21.3425757022984;3.68354728373008;10.3976650857351;0;140;1.1402446395025;2875.09950427886;1.21836925960637;NA;"Resto Chile";"I";"Q1"
"01402";1250;38.56;23.76;8.16;7.52;15.68;57.36;47.44;"Camina";"014";"Tamarugal";"01";"Tarapaca";"Tarapaca";2201105726.60962;226991.832792962;2201105726.60962;"Norte";"1";NA;NA;NA;2;160;145;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;5360;154;0;0;0;0;0;0;0.0679215990685056;0.10692068429238;1.50894589351154;1.55306298533218;0;0;3.37689003970616;3.8000505026578;3.73654833631891;3.7404960451341;2.32408737101744;2.5051008239338;2.27052202600427;2.33281493001555;2.2634188402673;2.32959447799827;0.784266409266409;0.808983337358125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;314306.012323944;248181.818181818;351560.154488518;250000;75.3048780487805;59.4951923076923;3.5667107001321;59.9735799207398;7.66182298546896;5.01981505944518;6.73712021136063;0;89.4031668696711;1.08173076923077;5.40865384615385;1.32211538461538;98.6031746031746;85.68;1092;100;1.83150183150183;77.3584905660377;12.9979035639413;4.82180293501048;74.6336996336996;106449;24.3702879731729;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;1.46445028353916;2;160;5;5;3;3;4;3;4;4;2;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;45.5688246385921;86.0103626943005;10.3708359522313;40.4145077720207;2.9855436832181;14.5077720207254;7.3852922690132;25.9067357512953;0;0;0.567896391749153;0.567896391749153;2.98507462686567;NA;"Resto Chile";"I";"Q1"
"01403";1728;50.6365740740741;22.6851851851852;7.63888888888889;4.45601851851852;12.0949074074074;58.5648148148148;42.4189814814815;"Colchane";"014";"Tamarugal";"01";"Tarapaca";"Tarapaca";4010625092.15683;329025.543788866;4010625092.15683;"Norte";"7";NA;NA;NA;2;115.740740740741;136;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;5671.2962962963;154;0;0;0;0;0;0;0.820793433652533;0.750228728270816;-0.166865315852205;-0.178213410559145;0;0;0;0;0;0;0;0;0.820793433652533;0.750228728270816;-0.166865315852205;-0.178213410559145;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.6712962962963;2030;100;8.66995073891626;68.2203389830508;13.771186440678;11.228813559322;99.2118226600985;106449;33.6894860941142;5.64520133061913;0.0194962303785383;2677.66325202126;27.7198410921784;NA;0;0.0807283456809584;4;231.481481481481;2;2;2;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;20.2964347709975;41.0122164048866;2.26999599412472;9.59860383944154;0.8011750567499;3.49040139616056;1.46882093737482;6.10820244328098;0;0;0.430855530071678;0.430855530071678;2.04081632653061;NA;"Resto Chile";"I";"Q1"
"01404";2730;38.6080586080586;24.4688644688645;8.64468864468864;5.53113553113553;14.1758241758242;57.5824175824176;45.018315018315;"Huara";"014";"Tamarugal";"01";"Tarapaca";"Tarapaca";10477777730.0034;635687.526696882;631268.5721201;"Norte";"1";367.117911828991;129.10511246629;845.598883858966;2;73.2600732600733;153;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;170;6227.10622710623;179;0.243317473241145;0.958177117391794;-0.22749331674378;-0.0417498876679371;-0.105059915793213;0.174177408299876;0.949416342412454;1.40639409775591;0.464837734557695;0.944616249648575;-0.569410866522458;-0.54123388812414;0.040752881684954;0.74777909679281;-0.602671459300816;-0.41796879612106;-0.178671126808914;0.0548054964227249;1.42412451361868;1.88287734399015;1.41162379512919;1.8864211414113;-1.10383000381728;-1.05743961957202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.440928198288;76.1348913820984;77.0556205945062;68.5771710587036;83.2512218724946;NA;NA;NA;NA;NA;380284.958651685;236769.16;425620.989735278;290439.613636364;56.4329738058552;54.5298165137615;0;51.0872716729487;16.1206146709191;8.75616120614671;7.65439257755871;2.6674398376341;77.6376146788991;14.1628440366972;2.52293577981651;3.35435779816514;63.9666878172589;60;2871;59.3772893772894;5.67746429815395;81.3361611876988;11.0286320254507;4.98409331919406;65.9003831417624;106449;53.2247089334095;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;4.03413792140156;10;366.300366300366;14;13;9;8;11;11;9;7;2;2;1;1;4;4;3;3;1;1;1;1;4;4;3;2;4;4;4;3;44.4014005810922;71.8717683557394;8.04589138046637;23.7849017580145;3.57595172465172;15.511892450879;4.46993965581465;8.27300930713547;0;0;0.26055143278928;4324.62523966837;1.17647058823529;NA;"Resto Chile";"I";"Q1"
"01405";9296;54.4535283993115;25.473321858864;4.42125645438898;3.14113597246127;7.56239242685026;67.867900172117;29.539586919105;"Pica";"014";"Tamarugal";"01";"Tarapaca";"Tarapaca";8990902316.40591;638854.975296333;9303783.52530679;"Norte";"1";92.2742879458484;45.3041495272861;191.169538195092;5;53.7865748709122;104;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;433;4657.917383821;203;2.01126360122031;2.00763010845486;1.86182329384122;1.85523568782812;2.24020573423829;2.23021249550961;0.190228451098016;0.198851082633672;1.52896320811318;1.53566806389925;1.44400299969684;1.45050515764631;1.78930839087593;1.79299694819003;1.7252245893793;1.72596076733086;2.05602015004941;2.05177695721148;0.0867087823609565;0.0972160848431285;1.31994038978885;1.328980664104;1.50303958642478;1.511495319668;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;435313.307773294;3e+05;477685.791538994;350000;55.9850821200602;34.3682220982834;1.33275745048436;28.3889677299932;31.3444807799099;9.22440920589869;4.68316159684087;3.72061454926883;76.0219834506607;1.1371278351776;3.75985816470013;3.75985816470013;55.0127011007621;35.8003442340792;2726;57.9173838209983;2.82465150403522;83.9252336448598;11.4641744548287;1.99376947040498;82.2450476889215;106449;181.236957598892;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;4.18200658768478;13;139.845094664372;27;26;18;13;24;23;17;13;3;3;2;1;5;5;2;2;2;2;2;2;6;6;5;3;8;8;7;5;46.98012984458;70.0320980449373;8.34153059216998;30.3472424861395;4.32815266574857;21.3014298220018;4.01337792642141;9.04581266413773;0;0;1.0339340449776;999.163402148639;1.15473441108545;NA;"Resto Chile";"I";"Q1"
"02101";361873;49.3396854697643;21.7012598342512;4.84009583472655;3.04526726227157;7.88536309699812;52.8273731391952;49.7486687318479;"Antofagasta";"021";"Antofagasta";"02";"Antofagasta";"Antofagasta";30710715021.2411;1085664.21940036;61442783.6914105;"Norte";"1";2886.44404771395;1240.46277257032;9466.16557456682;244;67.4269702354141;206;175;100;9.92231326225226;11.5510646696031;12.9722833618652;8.10011875399653;6.90714632943203;8.32612592696629;9.55588235294118;11.8849315068493;10.478102189781;33.8970616300366;40.2927400222965;38.0496453900709;26.8426115083418;29.9839836828964;35.6582178571429;31.3241758241758;34.7087912087912;30.9890510948905;896;12211;3374.38825223214;214;2.06906903759998;2.06374342053135;2.13840881361803;2.13300774180999;1.93117705808543;1.92349757848147;1.82368808744142;1.81117533989195;1.83745893599508;1.83219548333414;1.58523432281001;1.5854578477319;2.32531729342438;2.31220432172263;2.39224106334275;2.38107928157889;2.20562514879426;2.19775753258276;2.09048430008662;2.06828662276547;2.09125997972927;2.0893299534236;1.82441733845276;1.81848113995122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;592141.970412885;383680.346666667;664882.756229776;419857.594936709;52.4646824042224;30.9508390365715;1.71404325270596;13.5613031318717;20.4897952648321;13.4876497085886;14.8633141905596;25.2124207425119;80.49595404516;0.64317312506775;0.78796450675435;0.861263530638476;0.0422317398862633;7.3373807938144;112451;2.14688578589726;1.55534410543259;88.0744901573807;6.66666666666667;1.07990486311421;58.3222914869588;211360;7055.15937577279;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;6.31340568901568;2194;606.29005203483;2029;1931;1337;913;1913;1843;1309;895;116;88;28;18;609;600;387;218;208;206;173;135;475;472;344;250;684;678;517;385;83.473615486933;145.063274596502;12.9594161517269;48.3689457138086;6.18036122090173;33.3616489875339;6.77905493082514;15.0072967262747;247.600677585783;178;11.7832814947392;5889.59318343171;1.99819834575383;NA;"Resto Chile";"II";"Q2"
"02102";13467;50.0482661320264;24.7345362738546;3.77960941560852;1.84896413455112;5.62857355015965;55.7436697111458;40.3356352565531;"Mejillones";"021";"Antofagasta";"02";"Antofagasta";"Antofagasta";3570429357.74773;330803.315823968;4804904.08515781;"Norte";"1";703.768022649913;225.573725290318;1824.11173969694;5;37.1277938664885;188;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;660;4900.86879037648;203;1.42303823774439;1.28725478469202;2.20853554392038;2.04057131439196;1.19981216090462;1.18386187063943;0.572338466260808;0.454379501476984;0.494485899264787;0.43971236967196;0.167574361122748;0.169705309024195;0.963777665536533;0.820870896296103;1.42697635023185;1.20310761265226;0.947771090206088;0.916300714147479;0.47673556044406;0.353148129708917;0.321655876220783;0.257983594523906;-0.219390117522546;-0.235064786148378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400685.568627451;346887.275;422885.017090207;398963.815789474;59.2229976044162;34.2651962041549;0;17.6533238661578;8.64471465341262;26.0672761160912;16.7125232981273;15.3723262625366;80.2751489660007;0.679290141801817;2.41148000339645;0;0;8.76958491126457;4216;3.80931165070172;1.9449715370019;85.1147540983607;9.57377049180328;1.27868852459016;46.1337760910816;211360;262.555734507775;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;5.15905924583518;25;185.638969332442;49;45;30;22;45;43;29;22;4;2;2;2;17;17;10;7;4;3;2;2;11;11;7;6;14;14;10;8;64.1186537364518;173.791561888796;11.3275201695053;67.3372450405141;4.80808410072529;37.7200335289187;6.51943606878005;29.6172115115954;74.2555877329769;178;3.77181527783963;2802.76146231495;0.757575757575758;NA;"Resto Chile";"II";"Q1"
"02103";10186;67.779304928333;27.8421362654624;0.962104849793835;0.274887099941096;1.23699194973493;76.1240918908305;14.9617121539368;"Sierra Gorda";"021";"Antofagasta";"02";"Antofagasta";"Antofagasta";12890754540.8714;533791.408523378;12890754540.8714;"Norte";"1";NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;922.835264087964;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;422115.689783743;363978.706896552;483998.297909408;389137.931034483;64.6803227808814;39.7527341892534;0;6.61116552399608;25.0734573947111;44.2703232125367;5.82761998041136;10.6758080313418;81.5548044422984;0;1.52163575844032;0;1.71590909090909;13.5676418613784;570;100;2.63157894736842;79.3002915451895;13.4110787172012;3.2069970845481;98.0701754385965;211360;198.588602635791;5.64520133061913;0.0194962303785383;49.0127417205871;1.56278558892902;NA;0;3.81271572624065;NA;0;3;2;1;0;2;2;1;0;3;0;0;0;2;2;1;0;1;1;0;0;1;1;0;0;2;2;0;0;24.948024948025;59.8958333333333;4.15800415800416;20.8333333333333;2.46881496881497;15.625;1.68918918918919;5.20833333333333;0;0;0.790178725977934;0.790178725977934;NA;NA;"Resto Chile";"II";"Q1"
