sep=; 
"codigo_comuna";"nombre_comuna";"codigo_provincia";"nombre_provincia";"codigo_region";"nombre_region";"region";"variable";"valor"
"06114";"Quinta de Tilcoco";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";5591375.37136777
"06115";"Rengo";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";14241281.8737274
"06116";"Requinoa";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";7025001.29793122
"06117";"San Vicente";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";12433336.775316
"06201";"Pichilemu";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";9948694.13148747
"06202";"La Estrella";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";947791.189490721
"06203";"Litueche";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";2493363.63393052
"06204";"Marchihue";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";3270500.39464003
"06205";"Navidad";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";298439155.291508
"06206";"Paredones";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";1258407.27281009
"06301";"San Fernando";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";17530340.7817055
"06302";"Chepica";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";8669222.22016956
"06303";"Chimbarongo";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";11383535.5126196
"06304";"Lolol";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";2840988.12404363
"06305";"Nancagua";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";3562779.50746609
"06306";"Palmilla";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";1951532.82199333
"06307";"Peralillo";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";4472608.52394426
"06308";"Placilla";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";1315967.19791956
"06309";"Pumanque";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";441030621.996756
"06310";"Santa Cruz";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";"superficie_censal";6636244.08868824
"07101";"Talca";"071";"Talca";"07";"Maule";"VII";"superficie_censal";53317211.5774803
"07102";"Constitucion";"071";"Talca";"07";"Maule";"VII";"superficie_censal";13602107.9756414
"07103";"Curepto";"071";"Talca";"07";"Maule";"VII";"superficie_censal";2404970.41705042
"07104";"Empedrado";"071";"Talca";"07";"Maule";"VII";"superficie_censal";1494716.95251316
"07105";"Maule";"071";"Talca";"07";"Maule";"VII";"superficie_censal";10033084.8224638
"07106";"Pelarco";"071";"Talca";"07";"Maule";"VII";"superficie_censal";1491959.64083149
"07107";"Pencahue";"071";"Talca";"07";"Maule";"VII";"superficie_censal";3352958.60924489
"07108";"Rio Claro";"071";"Talca";"07";"Maule";"VII";"superficie_censal";2452734.63420153
"07109";"San Clemente";"071";"Talca";"07";"Maule";"VII";"superficie_censal";8628851.16948671
"07110";"San Rafael";"071";"Talca";"07";"Maule";"VII";"superficie_censal";3061165.02198903
"07201";"Cauquenes";"072";"Cauquenes";"07";"Maule";"VII";"superficie_censal";13647578.3502034
"07202";"Chanco";"072";"Cauquenes";"07";"Maule";"VII";"superficie_censal";1656415.50517211
"07203";"Pelluhue";"072";"Cauquenes";"07";"Maule";"VII";"superficie_censal";6703764.74960608
"07301";"Curico";"073";"Curico";"07";"Maule";"VII";"superficie_censal";38766302.4149405
"07302";"Hualane";"073";"Curico";"07";"Maule";"VII";"superficie_censal";4810145.9927436
"07303";"Licanten";"073";"Curico";"07";"Maule";"VII";"superficie_censal";9235783.17210799
"07304";"Molina";"073";"Curico";"07";"Maule";"VII";"superficie_censal";14998580.6944383
"07305";"Rauco";"073";"Curico";"07";"Maule";"VII";"superficie_censal";3432464.362468
"07306";"Romeral";"073";"Curico";"07";"Maule";"VII";"superficie_censal";2482643.93181176
"07307";"Sagrada Familia";"073";"Curico";"07";"Maule";"VII";"superficie_censal";4967095.44404729
"07308";"Teno";"073";"Curico";"07";"Maule";"VII";"superficie_censal";4309664.05767903
"07309";"Vichuquen";"073";"Curico";"07";"Maule";"VII";"superficie_censal";1667860.77768129
"07401";"Linares";"074";"Linares";"07";"Maule";"VII";"superficie_censal";20300910.7734013
"07402";"Colbun";"074";"Linares";"07";"Maule";"VII";"superficie_censal";5267054.09657608
"07403";"Longavi";"074";"Linares";"07";"Maule";"VII";"superficie_censal";6480827.19174579
"07404";"Parral";"074";"Linares";"07";"Maule";"VII";"superficie_censal";9830057.41248941
"07405";"Retiro";"074";"Linares";"07";"Maule";"VII";"superficie_censal";5177707.18868218
"07406";"San Javier";"074";"Linares";"07";"Maule";"VII";"superficie_censal";12471103.0102786
"07407";"Villa Alegre";"074";"Linares";"07";"Maule";"VII";"superficie_censal";4401258.6975603
"07408";"Yerbas Buenas";"074";"Linares";"07";"Maule";"VII";"superficie_censal";5657403.51916843
"08101";"Concepcion";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";42537711.6099324
"08102";"Coronel";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";41010985.2285143
"08103";"Chiguayante";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";18235221.645779
"08104";"Florida";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";2686584.5433436
"08105";"Hualqui";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";10157742.8983055
"08106";"Lota";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";9655582.51443974
"08107";"Penco";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";13848028.8224967
"08108";"San Pedro de la Paz";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";40052626.1286955
"08109";"Santa Juana";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";5582219.78848703
"08110";"Talcahuano";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";47526573.6734319
"08111";"Tome";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";17499414.5979936
"08112";"Hualpen";"081";"Concepcion";"08";"Biobio";"VIII";"superficie_censal";16570676.4419475
"08201";"Lebu";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";8215920.87557733
"08202";"Arauco";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";12067642.5430424
"08203";"Canete";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";5378635.4282271
"08204";"Contulmo";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";2704226.96160045
"08205";"Curanilahue";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";6070643.80500941
"08206";"Los Alamos";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";9577010.85624638
"08207";"Tirua";"082";"Arauco";"08";"Biobio";"VIII";"superficie_censal";1925266.94936116
"08301";"Los Angeles";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";37313539.1596007
"08302";"Antuco";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";1586667.59949912
"08303";"Cabrero";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";6222045.56268931
"08304";"Laja";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";6826379.48089778
"08305";"Mulchen";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";5894802.54285252
"08306";"Nacimiento";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";9229822.86723557
"08307";"Negrete";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";3131080.75259775
"08308";"Quilaco";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";1968393.47173654
"08309";"Quilleco";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";3884338.77006583
"08310";"San Rosendo";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";2144278.1021854
"08311";"Santa Barbara";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";2555685.92254227
"08312";"Tucapel";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";7602706.0070959
"08313";"Yumbel";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";6070203.61084107
"08314";"Alto Biobio";"083";"Biobio";"08";"Biobio";"VIII";"superficie_censal";2124206097.60075
"09101";"Temuco";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";54280564.3501513
"09102";"Carahue";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";4989788.40639741
"09103";"Cunco";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";5056296.2048677
"09104";"Curarrehue";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";1380355.60980102
"09105";"Freire";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";2003112.85307992
"09106";"Galvarino";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";1239548.17026288
"09107";"Gorbea";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";5280790.69887228
"09108";"Lautaro";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";8431180.94493948
"09109";"Loncoche";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";6490849.75872749
"09110";"Melipeuco";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";1645227.26844984
"09111";"Nueva Imperial";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";4431215.59529878
"09112";"Padre las Casas";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";6775190.32258229
"09113";"Perquenco";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";2189541.8754971
"09114";"Pitrufquen";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";4789545.09325248
"09115";"Pucon";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";12398929.1043323
"09116";"Saavedra";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";2139353.07207745
"09117";"Teodoro Schmidt";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";3270269.60306503
"09118";"Tolten";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";2721441.52093849
"09119";"Vilcun";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";5759157.66358565
"09120";"Villarrica";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";11971647.1190456
"09121";"Cholchol";"091";"Cautin";"09";"La Araucania";"IX";"superficie_censal";1980118.79586916
"09201";"Angol";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";15366000.650298
"09202";"Collipulli";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";4929973.89233774
"09203";"Curacautin";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";4721532.63733688
"09204";"Ercilla";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";2274849.79552667
"09205";"Lonquimay";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";2332246.94471753
"09206";"Los Sauces";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";1913401.81225064
"09207";"Lumaco";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";2459107.55019876
"09208";"Puren";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";3070412.34576859
"09209";"Renaico";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";2896140.53411168
"09210";"Traiguen";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";5046067.33612459
"09211";"Victoria";"092";"Malleco";"09";"La Araucania";"IX";"superficie_censal";8202855.90578973
"10101";"Puerto Montt";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";67441397.6074879
"10102";"Calbuco";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";6075576.46972938
"10103";"Cochamo";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";3930949467.11959
"10104";"Fresia";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";4388739.09597827
"10105";"Frutillar";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";6458624.42682928
"10106";"Los Muermos";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";5040183.17002868
"10107";"Llanquihue";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";4762828.2294177
"10108";"Maullin";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";3773860.83098094
"10109";"Puerto Varas";"101";"Llanquihue";"10";"Los Lagos";"X";"superficie_censal";7544210.83809454
"10201";"Castro";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";13853946.7049676
"10202";"Ancud";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";8531458.79598111
"10203";"Chonchi";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";2629598.40965129
"10204";"Curaco de Velez";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";532682.084048346
"10205";"Dalcahue";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";3546133.78896636
"10206";"Puqueldon";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";96661065.2713955
"10207";"Queilen";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";1702044.74336839
"10208";"Quellon";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";5691475.76572295
"10209";"Quemchi";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";2090354.82794056
"10210";"Quinchao";"102";"Chiloe";"10";"Los Lagos";"X";"superficie_censal";2194870.07818249
"10301";"Osorno";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";32264369.7830636
"10302";"Puerto Octay";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";1299281.3903164
"10303";"Purranque";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";5622965.24502235
"10304";"Puyehue";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";1695460.66907267
"10305";"Rio Negro";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";2733743.09551591
"10306";"San Juan de la Costa";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";4050234.82813787
"10307";"San Pablo";"103";"Osorno";"10";"Los Lagos";"X";"superficie_censal";1760847.57762846
"10401";"Chaiten";"104";"Palena";"10";"Los Lagos";"X";"superficie_censal";1915594.0223878
"10402";"Futaleufu";"104";"Palena";"10";"Los Lagos";"X";"superficie_censal";1352658.1434513
"10403";"Hualaihue";"104";"Palena";"10";"Los Lagos";"X";"superficie_censal";3584627.51710863
"10404";"Palena";"104";"Palena";"10";"Los Lagos";"X";"superficie_censal";768040.840293393
"11101";"Coihaique";"111";"Coihaique";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";13149230.3366579
"11102";"Lago Verde";"111";"Coihaique";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";5432861919.43421
"11201";"Aisen";"112";"Aisen";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";12739802.319784
"11202";"Cisnes";"112";"Aisen";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";2213278.14308366
"11203";"Guaitecas";"112";"Aisen";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";954198.261873305
"11301";"Cochrane";"113";"Capitan Prat";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";2403246.83842596
"11302";"OHiggins";"113";"Capitan Prat";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";7752229699.17581
"11303";"Tortel";"113";"Capitan Prat";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";20106016248.6124
"11401";"Chile Chico";"114";"General Carrera";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";1407662.21214998
"11402";"Rio Ibanez";"114";"General Carrera";"11";"Aysen del General Carlos Ibanez del Campo";"XI";"superficie_censal";5990353976.10647
"12101";"Punta Arenas";"121";"Magallanes";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";37531655.1296162
"12102";"Laguna Blanca";"121";"Magallanes";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";3495088478.15904
"12103";"Rio Verde";"121";"Magallanes";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";9136064055.77307
"12104";"San Gregorio";"121";"Magallanes";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";6729958609.17003
"12201";"Cabo de Hornos";"122";"Antartica Chilena";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";920864.280996561
"12202";"Antartica";"122";"Antartica Chilena";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";NA
"12301";"Porvenir";"123";"Tierra del Fuego";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";4044372.12772404
"12302";"Primavera";"123";"Tierra del Fuego";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";4273340739.60503
"12303";"Timaukel";"123";"Tierra del Fuego";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";10990094342.8785
"12401";"Natales";"124";"Ultima Esperanza";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";6433854.1958589
"12402";"Torres del Paine";"124";"Ultima Esperanza";"12";"Magallanes y de la Antartica Chilena";"XII";"superficie_censal";6517206143.28107
"13101";"Santiago";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";23161325.5143175
"13102";"Cerrillos";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";16803950.6966174
"13103";"Cerro Navia";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";11099466.4784085
"13104";"Conchali";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";11092261.5240737
"13105";"El Bosque";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";14323251.0825698
"13106";"Estacion Central";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";14349038.7595505
"13107";"Huechuraba";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";21942484.0904133
"13108";"Independencia";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";7386588.14700115
"13109";"La Cisterna";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";9979132.93044199
"13110";"La Florida";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";42391092.1849557
"13111";"La Granja";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";10101967.0774625
"13112";"La Pintana";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";30479564.3319081
"13113";"La Reina";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";20388474.0298595
"13114";"Las Condes";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";45283026.1741472
"13115";"Lo Barnechea";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";49230880.5779331
"13116";"Lo Espejo";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";8227444.74824761
"13117";"Lo Prado";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";6551900.76295539
"13118";"Macul";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";12857873.8488099
"13119";"Maipu";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";57551997.1945989
"13120";"Nunoa";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";16857063.0640434
"13121";"Pedro Aguirre Cerda";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";8747649.37955723
"13122";"Penalolen";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";35084356.9058106
"13123";"Providencia";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";14371250.5930313
"13124";"Pudahuel";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";21405793.3338118
"13125";"Quilicura";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";41553018.4261392
"13126";"Quinta Normal";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";11817707.9731398
"13127";"Recoleta";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";15751063.1837372
"13128";"Renca";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";23713833.9041977
"13129";"San Joaquin";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";9966698.73692406
"13130";"San Miguel";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";9610122.61810976
"13131";"San Ramon";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";6285906.51350322
"13132";"Vitacura";"131";"Santiago";"13";"Metropolitana de Santiago";"M";"superficie_censal";28467745.3173426
"13201";"Puente Alto";"132";"Cordillera";"13";"Metropolitana de Santiago";"M";"superficie_censal";75914019.0690694
"13202";"Pirque";"132";"Cordillera";"13";"Metropolitana de Santiago";"M";"superficie_censal";8824228.81681176
"13203";"San Jose de Maipo";"132";"Cordillera";"13";"Metropolitana de Santiago";"M";"superficie_censal";9617850.92476716
"13301";"Colina";"133";"Chacabuco";"13";"Metropolitana de Santiago";"M";"superficie_censal";31884160.4892192
"13302";"Lampa";"133";"Chacabuco";"13";"Metropolitana de Santiago";"M";"superficie_censal";28608072.7959889
"13303";"Tiltil";"133";"Chacabuco";"13";"Metropolitana de Santiago";"M";"superficie_censal";6590493.89761934
"13401";"San Bernardo";"134";"Maipo";"13";"Metropolitana de Santiago";"M";"superficie_censal";56304235.2134103
"13402";"Buin";"134";"Maipo";"13";"Metropolitana de Santiago";"M";"superficie_censal";24028180.9601388
"13403";"Calera de Tango";"134";"Maipo";"13";"Metropolitana de Santiago";"M";"superficie_censal";3174281.92048945
"13404";"Paine";"134";"Maipo";"13";"Metropolitana de Santiago";"M";"superficie_censal";15980207.2517353
"13501";"Melipilla";"135";"Melipilla";"13";"Metropolitana de Santiago";"M";"superficie_censal";20986934.2105245
"13502";"Alhue";"135";"Melipilla";"13";"Metropolitana de Santiago";"M";"superficie_censal";2605034.17319822
"13503";"Curacavi";"135";"Melipilla";"13";"Metropolitana de Santiago";"M";"superficie_censal";5188776.63794415
"13504";"Maria Pinto";"135";"Melipilla";"13";"Metropolitana de Santiago";"M";"superficie_censal";5140986.62729226
"13505";"San Pedro";"135";"Melipilla";"13";"Metropolitana de Santiago";"M";"superficie_censal";787848486.789456
"13601";"Talagante";"136";"Talagante";"13";"Metropolitana de Santiago";"M";"superficie_censal";10679818.7005246
"13602";"El Monte";"136";"Talagante";"13";"Metropolitana de Santiago";"M";"superficie_censal";12852487.4790572
"13603";"Isla de Maipo";"136";"Talagante";"13";"Metropolitana de Santiago";"M";"superficie_censal";10883555.1158119
"13604";"Padre Hurtado";"136";"Talagante";"13";"Metropolitana de Santiago";"M";"superficie_censal";12967128.9152288
"13605";"Penaflor";"136";"Talagante";"13";"Metropolitana de Santiago";"M";"superficie_censal";12844661.1168122
"14101";"Valdivia";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";49683859.1938238
"14102";"Corral";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";4122652.47818223
"14103";"Lanco";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";4343216.31958434
"14104";"Los Lagos";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";4120260.3773683
"14105";"Mafil";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";3186548.33576592
"14106";"Mariquina";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";3156690.9918288
"14107";"Paillaco";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";3981241.00225558
"14108";"Panguipulli";"141";"Valdivia";"14";"Los Rios";"XIV";"superficie_censal";8984447.67130475
"14201";"La Union";"142";"Ranco";"14";"Los Rios";"XIV";"superficie_censal";11274792.2750971
"14202";"Futrono";"142";"Ranco";"14";"Los Rios";"XIV";"superficie_censal";5468707.39414452
"14203";"Lago Ranco";"142";"Ranco";"14";"Los Rios";"XIV";"superficie_censal";1636303.87076046
"14204";"Rio Bueno";"142";"Ranco";"14";"Los Rios";"XIV";"superficie_censal";5834991.37410998
"15101";"Arica";"151";"Arica";"15";"Arica y Parinacota";"XV";"superficie_censal";43660024.730486
"15102";"Camarones";"151";"Arica";"15";"Arica y Parinacota";"XV";"superficie_censal";3936500627.88947
"15201";"Putre";"152";"Parinacota";"15";"Arica y Parinacota";"XV";"superficie_censal";731918.361105725
"15202";"General Lagos";"152";"Parinacota";"15";"Arica y Parinacota";"XV";"superficie_censal";2257251225.69981
"16101";"Chillan";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";44463720.6908444
"16102";"Bulnes";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";7356577.31504206
"16103";"Chillan Viejo";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";9063262.90119079
"16104";"El Carmen";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";3707476.6466491
"16105";"Pemuco";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";2866640.3887659
"16106";"Pinto";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";8773329.59019643
"16107";"Quillon";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";10455200.0220321
"16108";"San Ignacio";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";5221649.81020347
"16109";"Yungay";"161";"Diguillin";"16";"Nuble";"VIII";"superficie_censal";10227858.5960587
"16201";"Quirihue";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";3176276.10366274
"16202";"Cobquecura";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";954771.899480894
"16203";"Coelemu";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";4667201.2427314
"16204";"Ninhue";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";943968.778263669
"16205";"Portezuelo";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";1459976.16646086
"16206";"Ranquil";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";1292606.09184736
"16207";"Treguaco";"162";"Itata";"16";"Nuble";"VIII";"superficie_censal";1890753.53898755
"16301";"San Carlos";"163";"Punilla";"16";"Nuble";"VIII";"superficie_censal";10254748.310136
"16302";"Coihueco";"163";"Punilla";"16";"Nuble";"VIII";"superficie_censal";3763724.29123246
"16303";"Niquen";"163";"Punilla";"16";"Nuble";"VIII";"superficie_censal";832337.962288082
"16304";"San Fabian";"163";"Punilla";"16";"Nuble";"VIII";"superficie_censal";2662311.09919256
"16305";"San Nicolas";"163";"Punilla";"16";"Nuble";"VIII";"superficie_censal";2615981.11776549
"01101";"Iquique";"011";"Iquique";"01";"Tarapaca";"I";"casos_fallecidos";110
"01107";"Alto Hospicio";"011";"Iquique";"01";"Tarapaca";"I";"casos_fallecidos";49
"01401";"Pozo Almonte";"014";"Tamarugal";"01";"Tarapaca";"I";"casos_fallecidos";14
"01402";"Camina";"014";"Tamarugal";"01";"Tarapaca";"I";"casos_fallecidos";2
"01403";"Colchane";"014";"Tamarugal";"01";"Tarapaca";"I";"casos_fallecidos";3
"01404";"Huara";"014";"Tamarugal";"01";"Tarapaca";"I";"casos_fallecidos";4
"01405";"Pica";"014";"Tamarugal";"01";"Tarapaca";"I";"casos_fallecidos";1
