sep=; 
"codigo_nacional";"nombre";"site";"propietario";"latitud";"longitud";"altura_metros";"codigo_OMM";"codigo_OACI";"obs_meteorologicas";"region_meteo";"comuna";"provincia";"region"
320033;"Saladillo tenencia";"Saladillo tenencia";"Dirección Meteorológica de Chile";-32.93472;-70.28278;1582;NA;NA;5844;"Región de Valparaíso";"Los Andes";"Los Andes";"V"
320034;"Radio Faro El Tabón";"Radio Faro El Tabón";"Dirección Meteorológica de Chile";-32.93278;-70.81972;842;NA;NA;3652;"Región de Valparaíso";"Quillota";"Quillota";"V"
320036;"Zapallar retén";"Zapallar retén";"Dirección Meteorológica de Chile";-32.55583;-71.45444;82;NA;NA;2922;"Región de Valparaíso";"Zapallar";"Petorca";"V"
320037;"Cuesta Chacabuco retén";"Cuesta Chacabuco retén";"Dirección Meteorológica de Chile";-32.91972;-70.675;930;NA;NA;6909;"Región de Valparaíso";"Calle Larga";"Los Andes";"V"
320039;"El Cobre, fundo Sta. María Pullally";"El Cobre, fundo Sta. María Pullally";"Dirección Meteorológica de Chile";-32.43667;-71.35361;57;NA;NA;12499;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320040;"Montemar";"Montemar";"Dirección Meteorológica de Chile";-32.95111;-71.53583;152;NA;NA;1826;"Región de Valparaíso";"Concon";"Valparaiso";"V"
320041;"Viña del Mar Ad. (Torquemada)";"Viña del Mar Ad. (Torquemada)";"Dirección Meteorológica de Chile";-32.94944;-71.47611;141;85556;NA;58854;"Región de Valparaíso";"Vina del Mar";"Valparaiso";"V"
320045;"Llay Llay, Las Peñas";"Llay Llay, Las Peñas";"Dirección Meteorológica de Chile";-32.88139;-70.91305;436;85538;NA;125110;"Región de Valparaíso";"Llaillay";"San Felipe de Aconcagua";"V"
320046;"Calle Larga (FDF)";"Calle Larga (FDF)";"Fundación para el Desarrollo Frutícola";-32.85333;-70.625;791;85536;NA;19182;"Región de Valparaíso";"Calle Larga";"Los Andes";"V"
320048;"Longotoma Liceo Agrícola";"Longotoma Liceo Agrícola";"Dirección Meteorológica de Chile";-32.39305;-71.37167;26;NA;NA;1095;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320049;"Chincolco Liceo agrícola";"Chincolco Liceo agrícola";"Dirección Meteorológica de Chile";-32.2225;-70.83167;665;85533;NA;92804;"Región de Valparaíso";"Petorca";"Petorca";"V"
320050;"Nogales Liceo agrícola (FDF)";"Nogales Liceo agrícola (FDF)";"Fundación para el Desarrollo Frutícola";-32.73361;-71.20417;228;85540;NA;619;"Región de Valparaíso";"Nogales";"Quillota";"V"
320051;"Los Libertadores";"Los Libertadores";"Dirección Meteorológica de Chile";-32.84555;-70.11917;2955;85539;NA;391613;"Región de Valparaíso";"Los Andes";"Los Andes";"V"
320055;"Catemu";"Catemu";"Fundación para el Desarrollo Frutícola";-32.77111;-70.95389;440;NA;NA;19295;"Región de Valparaíso";"Catemu";"San Felipe de Aconcagua";"V"
320056;"Quintero, Climatológica";"Quintero, Climatológica";"Dirección Meteorológica de Chile";-32.78417;-71.52278;5;85544;NA;116937;"Región de Valparaíso";"Quintero";"Valparaiso";"V"
320063;"Zapallar Catapilco";"Zapallar Catapilco";"Dirección Meteorológica de Chile";-32.56139;-71.29778;81;85535;NA;215579;"Región de Valparaíso";"Zapallar, V region";"Petorca";"V"
320069;"Puchuncaví";"Puchuncaví-Inv Agro";"Instituto de Investigación Agropecuaria";-32.755;-71.34333;179;NA;NA;52205;"Región de Valparaíso";"Puchuncavi";"Valparaiso";"V"
320080;"Petorca Palquico";"Petorca Palquico";"Fundación para el Desarrollo Frutícola";-32.25694;-71.14167;484;NA;NA;396;"Región de Valparaíso";"Petorca";"Petorca";"V"
320083;"Cabildo";"Cabildo";"Fundación para el Desarrollo Frutícola";-32.36222;-70.81972;551;NA;NA;18877;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320084;"La Ligua, El Guindo";"La Ligua, El Guindo";"Fundación para el Desarrollo Frutícola";-32.35722;-71.34556;21;NA;NA;19527;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320085;"Cabildo, Petorca";"Cabildo, Petorca";"Fundación para el Desarrollo Frutícola";-32.39611;-71.02944;260;NA;NA;19447;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320086;"Cabildo, San Lorenzo";"Cabildo, San Lorenzo";"Fundación para el Desarrollo Frutícola";-32.43944;-71.00306;248;NA;NA;2551;"Región de Valparaíso";"Cabildo";"Petorca";"V"
320087;"Cabildo, Las Puertas";"Cabildo, Las Puertas";"Fundación para el Desarrollo Frutícola";-32.48278;-70.93333;338;NA;NA;20031;"Región de Valparaíso";"Cabildo";"Petorca";"V"
320091;"La Ligua, La Higuera";"La Ligua, La Higuera";"Fundación para el Desarrollo Frutícola";-32.49278;-71.15278;140;NA;NA;17913;"Región de Valparaíso";"La Ligua";"Petorca";"V"
320092;"Putaendo";"Putaendo";"Fundación para el Desarrollo Frutícola";-32.59361;-70.72611;878;NA;NA;2085;"Región de Valparaíso";"Putaendo";"San Felipe de Aconcagua";"V"
320093;"Santa María";"Santa María";"Fundación para el Desarrollo Frutícola";-32.74917;-70.66028;713;NA;NA;19878;"Región de Valparaíso";"Santa Maria";"San Felipe de Aconcagua";"V"
320094;"Panquehue";"Panquehue";"Fundación para el Desarrollo Frutícola";-32.75667;-70.80889;554;NA;NA;17445;"Región de Valparaíso";"Panquehue";"San Felipe de Aconcagua";"V"
320096;"Quillota";"Quillota";"Fundación para el Desarrollo Frutícola";-32.8925;-71.20667;142;NA;NA;5443;"Región de Valparaíso";"Quillota";"Quillota";"V"
320097;"La Cruz";"La Cruz";"Fundación para el Desarrollo Frutícola";-32.84305;-71.21278;153;NA;NA;14283;"Región de Valparaíso";"La Cruz";"Quillota";"V"
320098;"Hijuelas";"Hijuelas";"Fundación para el Desarrollo Frutícola";-32.84806;-71.06694;330;NA;NA;16336;"Región de Valparaíso";"La Cruz";"Quillota";"V"
320099;"Limache";"Limache";"Fundación para el Desarrollo Frutícola";-32.99444;-71.26055;91;NA;NA;20035;"Región de Valparaíso";"Limache";"Marga Marga";"V"
320100;"Puchuncaví";"Puchuncaví-Desarrollo Fruticola";"Fundación para el Desarrollo Frutícola";-32.73111;-71.42417;25;NA;NA;7418;"Región de Valparaíso";"Puchuncavi";"Valparaiso";"V"
320101;"Los Andes, Los Espinos";"Los Andes, Los Espinos";"Fundación para el Desarrollo Frutícola";-32.89028;-70.38222;1198;NA;NA;19881;"Región de Valparaíso";"Los Andes";"Los Andes";"V"
320102;"San Esteban";"San Esteban";"Fundación para el Desarrollo Frutícola";-32.75055;-70.5575;950;NA;NA;20065;"Región de Valparaíso";"San Esteban";"Los Andes";"V"
320901;"Cristo Redentor";"Cristo Redentor";"Dirección Meteorológica de Chile";-32.825;-70.07083;3837;85541;NA;5832;"Región de Valparaíso";"Los Andes";"Los Andes";"V"
320909;"Lo Calvo retén, Los Andes";"Lo Calvo retén, Los Andes";"Dirección Meteorológica de Chile";-32.75167;-70.60555;787;NA;NA;1461;"Región de Valparaíso";"San Esteban";"Los Andes";"V"
320911;"Maitencillo retén";"Maitencillo retén";"Dirección Meteorológica de Chile";-32.64778;-71.43861;13;NA;NA;301;"Región de Valparaíso";"Puchuncavi";"Valparaiso";"V"
320922;"Chincolco retén";"Chincolco retén";"Dirección Meteorológica de Chile";-32.21667;-70.83333;664;NA;NA;1826;"Región de Valparaíso";"Petorca";"Petorca";"V"
320934;"La Vega (Petorca)";"La Vega (Petorca)";"Dirección Meteorológica de Chile";-32.21667;-70.86667;587;NA;NA;17167;"Región de Valparaíso";"Petorca";"Petorca";"V"
330001;"Limache Esval";"Limache Esval";"Dirección Meteorológica de Chile";-33.00611;-71.28389;121;NA;NA;8400;"Región de Valparaíso";"San Felipe";"San Felipe de Aconcagua";"V"
330002;"Punta Ángeles faro";"Punta Ángeles faro";"Dirección Meteorológica de Chile";-33.02278;-71.6475;51;85558;NA;96510;"Región de Valparaíso";"Valparaiso";"Valparaiso";"V"
330003;"El Belloto Ad.";"El Belloto Ad.";"Dirección Meteorológica de Chile";-33.0475;-71.41667;121;85562;NA;179993;"Región de Valparaíso";"Quilpue";"Marga Marga";"V"
330004;"Villa Alemana";"Villa Alemana";"Dirección Meteorológica de Chile";-33.0525;-71.3675;190;NA;NA;3653;"Región de Valparaíso";"Villa Alemana";"Marga Marga";"V"
330005;"Quilpué Esval";"Quilpué Esval";"Dirección Meteorológica de Chile";-33.05639;-71.46028;198;NA;NA;20102;"Región de Valparaíso";"Quilpue";"Marga Marga";"V"
330006;"Jardín Botánico (ex Parque Fauna), Vina del Mar";"Jardín Botánico (ex Parque Fauna), Vina del Mar";"Dirección Meteorológica de Chile";-33.045;-71.50194;50;85545;NA;160523;"Región de Valparaíso";"Valparaiso";"Valparaiso";"V"
330007;"Rodelillo, Ad.";"Rodelillo, Ad.";"Dirección Meteorológica de Chile";-33.06528;-71.55639;330;85560;NA;504746;"Región de Valparaíso";"Vina del Mar";"Valparaiso";"V"
330008;"Punta Curahumilla";"Punta Curahumilla";"Dirección Meteorológica de Chile";-33.1;-71.73917;51;NA;NA;3287;"Región de Valparaíso";"Valparaiso";"Valparaiso";"V"
330009;"Marga Marga";"Marga Marga";"Dirección Meteorológica de Chile";-33.08333;-71.4;160;NA;NA;21573;"Región de Valparaíso";"Quilpue";"Marga Marga";"V"
330014;"Casablanca Esval";"Casablanca Esval";"Dirección Meteorológica de Chile";-33.32333;-71.39944;268;NA;NA;5115;"Región de Valparaíso";"Casablanca";"Valparaiso";"V"
330028;"Punta Panul Faro";"Punta Panul Faro";"Dirección Meteorológica de Chile";-33.575;-71.625;89;85564;NA;25887;"Región de Valparaíso";"Valparaiso";"Valparaiso";"V"
330030;"Santo Domingo, Ad.";"Santo Domingo, Ad.";"Dirección Meteorológica de Chile";-33.65611;-71.61333;77;85586;NA;305194;"Región de Valparaíso";"Santo Domingo";"San Antonio";"V"
330031;"Juan Fernández, Estación Meteorológica.";"Juan Fernández, Estación Meteorológica.";"Dirección Meteorológica de Chile";-33.63583;-78.83305;40;85585;NA;386119;"Región de Valparaíso";"Juan Fernandez";"Valparaiso";"V"
330043;"Huallilemu fundo";"Huallilemu fundo";"Dirección Meteorológica de Chile";-33.41555;-71.6375;124;NA;NA;6939;"Región de Valparaíso";"El Tabo";"San Antonio";"V"
330044;"San Juan de Llo-lleo";"San Juan de Llo-lleo";"Dirección Meteorológica de Chile";-33.64194;-71.57972;20;NA;NA;5479;"Región de Valparaíso";"San Antonio";"San Antonio";"V"
330045;"Las Majadas fundo";"Las Majadas fundo";"Dirección Meteorológica de Chile";-33.57111;-71.52722;207;NA;NA;3287;"Región de Valparaíso";"Cartagena";"San Antonio";"V"
330066;"La Punta, Juan Fernández Ad.";"La Punta, Juan Fernández Ad.";"Dirección Meteorológica de Chile";-33.66639;-78.93167;126;85584;NA;23392;"Región de Valparaíso";"Juan Fernandez";"Valparaiso";"V"
330088;"Olmué";"Olmué";"Fundación para el Desarrollo Frutícola";-33.02194;-71.18639;155;NA;NA;21338;"Región de Valparaíso";"Olmue";"Marga Marga";"V"
330090;"Casablanca, Casas del Bosque";"Casablanca, Casas del Bosque";"Fundación para el Desarrollo Frutícola";-33.31861;-71.43555;265;NA;NA;19951;"Región de Valparaíso";"Casablanca";"Valparaiso";"V"
330120;"Valparaíso (Gob. Marítima - Radiación UV)";"Valparaíso (Gob. Marítima - Radiación UV)";"Dirección Meteorológica de Chile";-33.03833;-71.62917;28;NA;NA;790969;"Región de Valparaíso";"Valparaiso";"Valparaiso";"V"
330161;"San Antonio, Lo Zarate";"San Antonio, Lo Zarate";"Dirección Meteorológica de Chile";-33.53055;-71.50611;103;85588;NA;84684;"Región de Valparaíso";"Cartagena";"San Antonio";"V"
330914;"Los Arrayanes";"Los Arrayanes";"Dirección Meteorológica de Chile";-33.19972;-71.06694;1517;NA;NA;849;"Región de Valparaíso";"Quilpue";"Marga Marga";"V"
330982;"San Gerónimo";"San Gerónimo";"Dirección Meteorológica de Chile";-33.36139;-71.50111;314;NA;NA;185;"Región de Valparaíso";"Casablanca";"Valparaiso";"V"
270005;"Fundo Vaitea, Isla de Pascua";"Fundo Vaitea, Isla de Pascua";"Dirección Meteorológica de Chile";-27.12139;-109.35889;183;NA;NA;2919;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290001;"Incahuasi retén";"Incahuasi retén";"Dirección Meteorológica de Chile";-29.22694;-71.01222;788;NA;NA;9207;"Región de Coquimbo";"La Higuera";"Elqui";"IV"
290002;"La Silla";"La Silla";"Dirección Meteorológica de Chile";-29.26361;-70.7325;2365;NA;NA;2647;"Región de Coquimbo";"La Higuera";"Elqui";"IV"
290003;"Huanta retén";"Huanta retén";"Dirección Meteorológica de Chile";-29.8475;-70.38861;1216;NA;NA;1918;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
290004;"La Florida, La Serena Ad.";"La Florida, La Serena Ad.";"Dirección Meteorológica de Chile";-29.91444;-71.20667;137;85488;NA;1303786;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290005;"Punta Tortuga faro";"Punta Tortuga faro";"Dirección Meteorológica de Chile";-29.93389;-71.34278;24;85500;NA;42182;"Región de Coquimbo";"Coquimbo";"Elqui";"IV"
290006;"El Molle retén";"El Molle retén";"Dirección Meteorológica de Chile";-29.97778;-70.95194;370;NA;NA;10657;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290007;"Juntas del Toro tenencia";"Juntas del Toro tenencia";"Dirección Meteorológica de Chile";-29.97639;-70.09417;2091;NA;NA;10431;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
290008;"Rivadavia";"Rivadavia";"Dirección Meteorológica de Chile";-29.96;-70.53805;900;NA;NA;1092;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
290014;"La Higuera, El Trapiche";"La Higuera, El Trapiche";"Fundación para el Desarrollo Frutícola";-29.37194;-71.11611;281;NA;NA;4148;"Región de Coquimbo";"La Higuera";"Elqui";"IV"
290901;"El Tofo tenencia";"El Tofo tenencia";"Dirección Meteorológica de Chile";-29.45472;-71.24694;790;NA;NA;3747;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290902;"La Serena Almirante Latorre";"La Serena Almirante Latorre";"Dirección Meteorológica de Chile";-29.63667;-70.95639;913;NA;NA;1280;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290907;"La Serena Campex";"La Serena Campex";"Dirección Meteorológica de Chile";-29.92139;-71.24305;96;NA;NA;1884;"Región de Coquimbo";"La Serena";"Elqui";"IV"
290918;"La Serena - Oficina Meteorológica";"La Serena - Oficina Meteorológica";"Dirección Meteorológica de Chile";-29.9;-71.25;32;NA;NA;3683;"Región de Coquimbo";"La Serena";"Elqui";"IV"
300001;"Paihuano tenencia";"Paihuano tenencia";"Dirección Meteorológica de Chile";-30.02972;-70.51611;982;NA;NA;5691;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
300002;"Vicuña D.O.S.";"Vicuña D.O.S.";"Dirección Meteorológica de Chile";-30.03055;-70.69944;649;NA;NA;3650;"Región de Coquimbo";"La Serena";"Elqui";"IV"
300003;"Vicuña INIA";"Vicuña INIA";"Instituto de Investigación Agropecuaria";-30.03111;-70.72083;605;85503;NA;4017;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
300004;"Pisco Elqui fundo";"Pisco Elqui fundo";"Dirección Meteorológica de Chile";-30.09528;-70.50083;1185;NA;NA;7273;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
300005;"Pisco Elqui retén";"Pisco Elqui retén";"Dirección Meteorológica de Chile";-30.12361;-70.49389;1245;NA;NA;11598;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
300006;"Los Nichos Fundo";"Los Nichos Fundo";"Dirección Meteorológica de Chile";-30.15611;-70.49694;1337;NA;NA;14351;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
300007;"Andacollo tenencia";"Andacollo tenencia";"Dirección Meteorológica de Chile";-30.23389;-71.08167;1050;NA;NA;18710;"Región de Coquimbo";"Andacollo";"Elqui";"IV"
300008;"El Tangue Hacienda";"El Tangue Hacienda";"Dirección Meteorológica de Chile";-30.34833;-71.55889;21;NA;NA;21185;"Región de Coquimbo";"Combarbala";"Limari";"IV"
300009;"Pichasca";"Pichasca";"Dirección Meteorológica de Chile";-30.39306;-70.8675;729;NA;NA;5234;"Región de Coquimbo";"Rio Hurtado";"Limari";"IV"
300010;"Pachingo fundo";"Pachingo fundo";"Dirección Meteorológica de Chile";-30.46722;-71.54305;65;NA;NA;14397;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300011;"Cerrillos de Tamaya retén";"Cerrillos de Tamaya retén";"Dirección Meteorológica de Chile";-30.57972;-71.40917;254;NA;NA;12167;"Región de Coquimbo";"Illapel";"Choapa";"IV"
300012;"Los Peñones Sendos";"Los Peñones Sendos";"Dirección Meteorológica de Chile";-30.62694;-71.22333;196;NA;NA;7699;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300013;"Fray Jorge";"Fray Jorge";"Dirección Meteorológica de Chile";-30.68333;-71.65;150;NA;NA;3744;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300014;"Embalse la Paloma";"Embalse la Paloma";"Dirección Meteorológica de Chile";-30.7;-71.0375;348;NA;NA;2526;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300015;"Los Molles de Bocatoma";"Los Molles de Bocatoma";"Dirección Meteorológica de Chile";-30.74333;-70.58833;1324;NA;NA;731;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300016;"Ovalle, Huallillinga (ex Altar Alto)";"Ovalle, Huallillinga (ex Altar Alto)";"Dirección Meteorológica de Chile";-30.66028;-71.10778;299;NA;NA;2922;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300017;"Las Tórtolas retén";"Las Tórtolas retén";"Dirección Meteorológica de Chile";-30.7425;-70.60028;1291;NA;NA;13363;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300018;"Ovalle, Valdivia hacienda";"Ovalle, Valdivia hacienda";"Dirección Meteorológica de Chile";-30.74972;-70.67167;1181;NA;NA;2189;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300019;"Carén";"Carén";"Dirección Meteorológica de Chile";-30.85333;-70.76972;734;NA;NA;5630;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300020;"San Lorenzo retén (Chañaral Alto)";"San Lorenzo retén (Chañaral Alto)";"Dirección Meteorológica de Chile";-30.88389;-71.01611;487;NA;NA;1944;"Región de Coquimbo";"Combarbala";"Limari";"IV"
300021;"Hurtado retén";"Hurtado retén";"Dirección Meteorológica de Chile";-30.27778;-70.67028;1204;NA;NA;13507;"Región de Coquimbo";"Andacollo";"Elqui";"IV"
300022;"Punitaqui retén";"Punitaqui retén";"Dirección Meteorológica de Chile";-30.82889;-71.26028;215;NA;NA;243;"Región de Coquimbo";"Punitaqui";"Limari";"IV"
300023;"Monte Patria subcomisaría";"Monte Patria subcomisaría";"Dirección Meteorológica de Chile";-30.69444;-70.95778;429;NA;NA;8417;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300024;"Ovalle Escuela Agrícola";"Ovalle Escuela Agrícola";"Dirección Meteorológica de Chile";-30.58;-71.18667;310;85504;NA;153361;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300025;"Manquehua retén";"Manquehua retén";"Dirección Meteorológica de Chile";-30.94417;-71.18778;620;NA;NA;6855;"Región de Coquimbo";"Punitaqui";"Limari";"IV"
300026;"Vicuña comisaría";"Vicuña comisaría";"Dirección Meteorológica de Chile";-30.03694;-70.71028;634;NA;NA;9648;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
300027;"Tongoy hacienda";"Tongoy hacienda";"Dirección Meteorológica de Chile";-30.26667;-71.41667;100;NA;NA;822;"Región de Coquimbo";"Coquimbo";"Elqui";"IV"
300028;"Los Molles hacienda";"Los Molles hacienda";"Dirección Meteorológica de Chile";-30.75805;-70.69056;1079;NA;NA;3346;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300029;"Pan de Azúcar";"Pan de Azúcar";"Dirección Meteorológica de Chile";-29.98611;-71.2625;99;NA;NA;1096;"Región de Coquimbo";"Coquimbo";"Elqui";"IV"
300031;"Montepatria FDF (Cerro Guayaquil)";"Montepatria FDF (Cerro Guayaquil)";"Fundación para el Desarrollo Frutícola";-30.68194;-70.94;565;85505;NA;459;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300032;"Reserva Nacional Fray Jorge";"Reserva Nacional Fray Jorge";"Dirección Meteorológica de Chile";-30.62722;-71.6625;273;NA;NA;1095;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300034;"El Tololo";"El Tololo";"Dirección Meteorológica de Chile";-30.16833;-70.80361;2154;85490;NA;510304;"Región de Coquimbo";"La Serena";"Elqui";"IV"
300037;"Las Chinchillas";"Las Chinchillas";"Dirección Meteorológica de Chile";-31.51528;-71.09528;530;NA;NA;1095;"Región de Coquimbo";"Illapel";"Choapa";"IV"
300044;"Camarico";"Camarico";"Instituto de Investigación Agropecuaria";-30.69889;-71.32167;290;NA;NA;53189;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300046;"Vicuña, Parque Los Pimientos";"Vicuña, Parque Los Pimientos";"Dirección Meteorológica de Chile";-30.03361;-70.69722;642;85502;NA;147683;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
300047;"Monte Patria, Municipalidad";"Monte Patria, Municipalidad";"Dirección Meteorológica de Chile";-30.69833;-70.95778;406;85510;NA;142114;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300048;"Monte Patria, El Palqui";"Monte Patria, El Palqui";"Fundación para el Desarrollo Frutícola";-30.74639;-70.93694;462;NA;NA;7049;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300049;"Paiguano";"Paiguano";"Fundación para el Desarrollo Frutícola";-30.04694;-70.51083;1222;NA;NA;18783;"Región de Coquimbo";"Paiguano";"Elqui";"IV"
300052;"Monte Patria";"Monte Patria";"Fundación para el Desarrollo Frutícola";-30.68222;-70.93944;563;NA;NA;7585;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300053;"Punitaqui";"Punitaqui";"Fundación para el Desarrollo Frutícola";-30.78;-71.25611;219;NA;NA;19929;"Región de Coquimbo";"Punitaqui";"Limari";"IV"
300902;"Ovalle Samo Alto retén";"Ovalle Samo Alto retén";"Dirección Meteorológica de Chile";-30.40944;-70.93861;616;NA;NA;884;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300903;"Combarbalá, San Marcos retén";"Combarbalá, San Marcos retén";"Dirección Meteorológica de Chile";-30.95694;-71.06861;561;NA;NA;1461;"Región de Coquimbo";"Combarbala";"Limari";"IV"
300904;"Monte Patria, el Palqui retén";"Monte Patria, el Palqui retén";"Dirección Meteorológica de Chile";-30.76805;-70.94333;434;NA;NA;943;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
300907;"Diaguitas retén, Vicuña";"Diaguitas retén, Vicuña";"Dirección Meteorológica de Chile";-30.02278;-70.63417;709;NA;NA;1461;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
300909;"El Tuqui, Ovalle Ad.";"El Tuqui, Ovalle Ad.";"Dirección Meteorológica de Chile";-30.56361;-71.17944;339;85508;NA;17855;"Región de Coquimbo";"Ovalle";"Limari";"IV"
300912;"El Tambo retén";"El Tambo retén";"Dirección Meteorológica de Chile";-30.04083;-70.81472;565;NA;NA;1096;"Región de Coquimbo";"Vicuna";"Elqui";"IV"
310001;"Tulahuén retén";"Tulahuén retén";"Dirección Meteorológica de Chile";-30.96194;-70.76972;973;NA;NA;11680;"Región de Coquimbo";"Monte Patria";"Limari";"IV"
310002;"Corral de Julio, Ovalle";"Corral de Julio, Ovalle";"Dirección Meteorológica de Chile";-31.15;-71.61667;164;NA;NA;3134;"Región de Coquimbo";"Ovalle";"Limari";"IV"
310003;"Combarbalá Essco";"Combarbalá Essco";"Dirección Meteorológica de Chile";-31.18528;-71.00139;906;NA;NA;40063;"Región de Coquimbo";"Combarbala";"Limari";"IV"
310004;"Puerto Oscuro";"Puerto Oscuro";"Dirección Meteorológica de Chile";-31.41333;-71.575;142;NA;NA;21752;"Región de Coquimbo";"Canela";"Choapa";"IV"
310005;"Huentelauquén, Los Vilos";"Huentelauquén, Los Vilos";"Dirección Meteorológica de Chile";-31.58333;-71.53333;20;NA;NA;1461;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310006;"Illapel Essco";"Illapel Essco";"Dirección Meteorológica de Chile";-31.63472;-71.17083;310;NA;NA;22950;"Región de Coquimbo";"Illapel";"Choapa";"IV"
310007;"Salamanca Subcomisaría";"Salamanca Subcomisaría";"Dirección Meteorológica de Chile";-31.77972;-70.96528;510;NA;NA;2922;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310008;"Salamanca C.C.T.";"Salamanca C.C.T.";"Dirección Meteorológica de Chile";-31.78222;-70.97333;492;NA;NA;19383;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310009;"Colonia Salamanca";"Colonia Salamanca";"Dirección Meteorológica de Chile";-31.80333;-70.93806;595;NA;NA;18554;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310010;"Los Vilos D.O.S";"Los Vilos D.O.S";"Dirección Meteorológica de Chile";-31.91389;-71.51389;17;NA;NA;3015;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310011;"Los Vilos climatológica";"Los Vilos climatológica";"Dirección Meteorológica de Chile";-31.88333;-71.48333;80;85530;NA;2922;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310012;"Combarbalá subcomisaría";"Combarbalá subcomisaría";"Dirección Meteorológica de Chile";-31.17778;-71.0025;887;NA;NA;7118;"Región de Coquimbo";"Combarbala";"Limari";"IV"
310013;"Coirón retén";"Coirón retén";"Dirección Meteorológica de Chile";-31.90305;-70.77389;819;NA;NA;18289;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310014;"Los Vilos subcomisaría";"Los Vilos subcomisaría";"Dirección Meteorológica de Chile";-31.91472;-71.51028;23;NA;NA;8703;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310015;"Los Vilos I.N.I.A.";"Los Vilos I.N.I.A.";"Dirección Meteorológica de Chile";-31.88472;-71.48111;82;NA;NA;2338;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310016;"Caimanes fundo";"Caimanes fundo";"Dirección Meteorológica de Chile";-31.93305;-71.13528;462;NA;NA;12172;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310017;"La Canela retén";"La Canela retén";"Dirección Meteorológica de Chile";-31.39722;-71.45639;290;NA;NA;17316;"Región de Coquimbo";"Canela";"Choapa";"IV"
310018;"Mincha retén, Illapel";"Mincha retén, Illapel";"Dirección Meteorológica de Chile";-31.5875;-71.44694;60;NA;NA;1339;"Región de Coquimbo";"Illapel";"Choapa";"IV"
310019;"Chuchiñi";"Chuchiñi";"Dirección Meteorológica de Chile";-31.75556;-71.05889;391;NA;NA;23770;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310020;"Las Vacas fundo";"Las Vacas fundo";"Dirección Meteorológica de Chile";-31.84055;-71.36167;168;NA;NA;9832;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310021;"Las Palmas de Mincha, fundo";"Las Palmas de Mincha, fundo";"Dirección Meteorológica de Chile";-31.26056;-71.58778;258;NA;NA;2377;"Región de Coquimbo";"Canela";"Choapa";"IV"
310023;"Canela Baja (Liceo Padre José Herde)";"Canela Baja (Liceo Padre José Herde)";"Dirección Meteorológica de Chile";-31.39;-71.41278;343;85524;NA;60107;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
