sep=; 
"codigo_nacional";"nombre";"site";"propietario";"latitud";"longitud";"altura_metros";"codigo_OMM";"codigo_OACI";"obs_meteorologicas";"region_meteo";"comuna";"provincia";"region"
310024;"Liceo Samuel Román Rojas (Combarbalá)";"Liceo Samuel Román Rojas (Combarbalá)";"Dirección Meteorológica de Chile";-31.18805;-70.99889;936;85523;NA;57895;"Región de Coquimbo";"Combarbala";"Limari";"IV"
310026;"Salamanca";"Salamanca";"Fundación para el Desarrollo Frutícola";-31.78278;-70.97;496;NA;NA;7049;"Región de Coquimbo";"Salamanca";"Choapa";"IV"
310040;"Vivero Conaf, Illapel";"Vivero Conaf, Illapel";"Dirección Meteorológica de Chile";-31.6325;-71.15194;333;85525;NA;68272;"Región de Coquimbo";"La Serena";"Elqui";"IV"
310042;"Los Vilos, Quebrachar";"Los Vilos, Quebrachar";"Fundación para el Desarrollo Frutícola";-31.86028;-71.43972;51;NA;NA;19895;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
310904;"La Canela DGA";"La Canela DGA";"Dirección Meteorológica de Chile";-31.56667;-70.91667;880;NA;NA;307;"Región de Coquimbo";"Illapel";"Choapa";"IV"
310922;"Los Vilos particular";"Los Vilos particular";"Dirección Meteorológica de Chile";-31.91417;-71.51389;18;NA;NA;4386;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
320001;"El Carmen de Totoralillo";"El Carmen de Totoralillo";"Dirección Meteorológica de Chile";-32.02528;-71.50528;79;NA;NA;14480;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
320002;"Quilimarí";"Quilimarí";"Dirección Meteorológica de Chile";-32.11694;-71.49083;15;NA;NA;11504;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
320011;"San Lorenzo, retén";"San Lorenzo, retén";"Dirección Meteorológica de Chile";-31.03305;-71.04917;692;NA;NA;276;"Región de Coquimbo";"Combarbala";"Limari";"IV"
320910;"Los Cóndores retén, Pichidangui";"Los Cóndores retén, Pichidangui";"Dirección Meteorológica de Chile";-32.11667;-71.31667;200;NA;NA;1247;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
320913;"Pichidangui, Los Condores fundo";"Pichidangui, Los Condores fundo";"Dirección Meteorológica de Chile";-32.12722;-71.31694;214;NA;NA;4169;"Región de Coquimbo";"Los Vilos";"Choapa";"IV"
330010;"Peldehue regimiento";"Peldehue regimiento";"Dirección Meteorológica de Chile";-33.19583;-70.67083;619;NA;NA;4506;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330011;"Batuco retén";"Batuco retén";"Dirección Meteorológica de Chile";-33.23861;-70.80917;493;NA;NA;11134;"Región de Metropolitana de Santiago";"Lampa";"Chacabuco";"M"
330012;"Valle Hermoso fundo";"Valle Hermoso fundo";"Dirección Meteorológica de Chile";-33.295;-70.68139;539;NA;NA;7304;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330013;"Los Rulos fundo";"Los Rulos fundo";"Dirección Meteorológica de Chile";-33.28556;-70.67;551;NA;NA;3652;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330015;"Huinganal fundo";"Huinganal fundo";"Dirección Meteorológica de Chile";-33.34889;-70.51444;854;NA;NA;3652;"Región de Metropolitana de Santiago";"Las Condes";"Santiago";"M"
330016;"Central Florida";"Central Florida";"Dirección Meteorológica de Chile";-33.54556;-70.54028;760;NA;NA;29227;"Región de Metropolitana de Santiago";"La Florida";"Santiago";"M"
330017;"Villa el Dorado";"Villa el Dorado";"Dirección Meteorológica de Chile";-33.38972;-70.55583;728;NA;NA;5949;"Región de Metropolitana de Santiago";"Las Condes";"Santiago";"M"
330018;"Curacaví tenencia";"Curacaví tenencia";"Dirección Meteorológica de Chile";-33.40194;-71.12305;208;NA;NA;4018;"Región de Metropolitana de Santiago";"Curacavi";"Melipilla";"M"
330019;"Eulogio Sánchez, Tobalaba Ad.";"Eulogio Sánchez, Tobalaba Ad.";"Dirección Meteorológica de Chile";-33.45528;-70.54861;650;85580;NA;303332;"Región de Metropolitana de Santiago";"La Reina";"Santiago";"M"
330020;"Quinta Normal, Santiago";"Quinta Normal, Santiago";"Dirección Meteorológica de Chile";-33.445;-70.68278;534;85577;NA;1135227;"Región de Metropolitana de Santiago";"Estacion Central";"Santiago";"M"
330021;"Pudahuel Santiago";"Pudahuel Santiago";"Dirección Meteorológica de Chile";-33.37833;-70.78778;482;85574;NA;585174;"Región de Metropolitana de Santiago";"Pudahuel";"Santiago";"M"
330022;"Lo Aguirre";"Lo Aguirre";"Dirección Meteorológica de Chile";-33.4525;-70.93083;561;NA;NA;1096;"Región de Metropolitana de Santiago";"Pudahuel";"Santiago";"M"
330023;"Los Cerrillos ad.";"Los Cerrillos ad.";"Dirección Meteorológica de Chile";-33.49472;-70.70389;519;85579;NA;329685;"Región de Metropolitana de Santiago";"Cerrillos";"Santiago";"M"
330024;"Quebrada de la Plata";"Quebrada de la Plata";"Dirección Meteorológica de Chile";-33.53333;-70.76667;600;NA;NA;2647;"Región de Metropolitana de Santiago";"Maipu";"Santiago";"M"
330025;"Central Maitenes retén";"Central Maitenes retén";"Dirección Meteorológica de Chile";-33.53694;-70.26583;1207;NA;NA;7463;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330026;"La Platina ( INIA )";"La Platina ( INIA )";"Instituto de Investigación Agropecuaria";-33.57278;-70.61972;630;NA;NA;57269;"Región de Metropolitana de Santiago";"La Granja";"Santiago";"M"
330027;"El Bosque Base Aérea";"El Bosque Base Aérea";"Dirección Meteorológica de Chile";-33.5625;-70.685;574;85581;NA;140762;"Región de Metropolitana de Santiago";"El Bosque";"Santiago";"M"
330029;"La Obra del Maipo";"La Obra del Maipo";"Dirección Meteorológica de Chile";-33.60667;-70.5125;768;NA;NA;7304;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330032;"San José de Maipo";"San José de Maipo";"Dirección Meteorológica de Chile";-33.63639;-70.35667;945;NA;NA;16252;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330033;"Bocatoma los Maitenes";"Bocatoma los Maitenes";"Dirección Meteorológica de Chile";-33.53055;-70.26167;1155;NA;NA;5478;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330034;"Carmen Alto";"Carmen Alto";"Dirección Meteorológica de Chile";-33.76667;-71.01667;200;NA;NA;1826;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330035;"Colonia de Paine";"Colonia de Paine";"Dirección Meteorológica de Chile";-33.8475;-70.74861;377;NA;NA;4748;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330036;"Central Queltehues";"Central Queltehues";"Dirección Meteorológica de Chile";-33.79306;-70.21972;1311;NA;NA;31279;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330037;"Aculeo hacienda";"Aculeo hacienda";"Dirección Meteorológica de Chile";-33.87611;-70.88333;380;NA;NA;14327;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330038;"Huelquen La Vega fundo";"Huelquen La Vega fundo";"Dirección Meteorológica de Chile";-33.8425;-70.6725;393;NA;NA;2922;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330039;"Chada hacienda";"Chada hacienda";"Dirección Meteorológica de Chile";-33.90055;-70.66528;398;NA;NA;9745;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330040;"Las Melosas";"Las Melosas";"Dirección Meteorológica de Chile";-33.90444;-70.195;1543;NA;NA;551;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330041;"Longovilo hacienda";"Longovilo hacienda";"Dirección Meteorológica de Chile";-33.95667;-71.40194;171;NA;NA;19202;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330046;"Chacra Soloa";"Chacra Soloa";"Dirección Meteorológica de Chile";-33.63833;-70.76389;507;NA;NA;15340;"Región de Metropolitana de Santiago";"Calera de Tango";"Maipo";"M"
330047;"San Bernardo (Sr. Caviedes)";"San Bernardo (Sr. Caviedes)";"Dirección Meteorológica de Chile";-33.57778;-70.57778;562;NA;NA;459;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330050;"Farellones Ski club";"Farellones Ski club";"Dirección Meteorológica de Chile";-33.34944;-70.30722;2540;NA;NA;15377;"Región de Metropolitana de Santiago";"Lo Barnechea";"Santiago";"M"
330051;"Tranque Lepe";"Tranque Lepe";"Dirección Meteorológica de Chile";-33.39444;-71.13;215;NA;NA;14928;"Región de Metropolitana de Santiago";"Curacavi";"Melipilla";"M"
330052;"Universidad Católica";"Universidad Católica";"Dirección Meteorológica de Chile";-33.44306;-70.59194;540;NA;NA;1460;"Región de Metropolitana de Santiago";"Nunoa";"Santiago";"M"
330054;"Central Los Morros";"Central Los Morros";"Dirección Meteorológica de Chile";-33.64778;-70.65667;598;NA;NA;32268;"Región de Metropolitana de Santiago";"San Bernardo";"Maipo";"M"
330056;"Peñaflor subcomisaría";"Peñaflor subcomisaría";"Dirección Meteorológica de Chile";-33.60778;-70.90194;378;NA;NA;1462;"Región de Metropolitana de Santiago";"Penaflor";"Talagante";"M"
330057;"San Gabriel retén";"San Gabriel retén";"Dirección Meteorológica de Chile";-33.78194;-70.24;1259;NA;NA;184;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330058;"Villa el Alba";"Villa el Alba";"Dirección Meteorológica de Chile";-33.40917;-70.54028;726;NA;NA;1341;"Región de Metropolitana de Santiago";"Lo Barnechea";"Santiago";"M"
330060;"Aculeo Rangue";"Aculeo Rangue";"Dirección Meteorológica de Chile";-33.84722;-70.94722;371;NA;NA;19023;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330065;"Los Tilos (INIA)";"Los Tilos (INIA)";"Instituto de Investigación Agropecuaria";-33.71167;-70.71194;525;NA;NA;52396;"Región de Metropolitana de Santiago";"Buin";"Maipo";"M"
330070;"Planta San Ramón";"Planta San Ramón";"Dirección Meteorológica de Chile";-33.46139;-70.5225;786;NA;NA;4981;"Región de Metropolitana de Santiago";"Providencia";"Santiago";"M"
330071;"Talagante";"Talagante";"Dirección Meteorológica de Chile";-33.67028;-70.84944;390;85568;NA;199072;"Región de Metropolitana de Santiago";"Talagante";"Talagante";"M"
330075;"Río Clarillo";"Río Clarillo";"Dirección Meteorológica de Chile";-33.72833;-70.49667;876;85595;NA;119233;"Región de Metropolitana de Santiago";"Pirque";"Cordillera";"M"
330076;"Chorombo Hacienda";"Chorombo Hacienda";"Dirección Meteorológica de Chile";-33.52944;-71.22917;145;85566;NA;177855;"Región de Metropolitana de Santiago";"Maria Pinto";"Melipilla";"M"
330077;"El Colorado";"El Colorado";"Dirección Meteorológica de Chile";-33.35;-70.29361;2750;85594;NA;501044;"Región de Metropolitana de Santiago";"Lo Barnechea";"Santiago";"M"
330083;"Colina";"Colina";"Dirección Meteorológica de Chile";-33.20389;-70.69778;569;NA;NA;1464;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330085;"Nido de Aguilas";"Nido de Aguilas";"Dirección Meteorológica de Chile";-33.3525;-70.50167;887;NA;NA;10742;"Región de Metropolitana de Santiago";"Lo Barnechea";"Santiago";"M"
330095;"Central Alfalfal";"Central Alfalfal";"Dirección Meteorológica de Chile";-33.50111;-70.19278;1363;NA;NA;116;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330110;"Cardenal Samoré (estación referencial)";"Cardenal Samoré (estación referencial)";"Dirección Meteorológica de Chile";-33.53305;-70.59694;616;NA;NA;5844;"Región de Metropolitana de Santiago";"La Florida";"Santiago";"M"
330111;"Lo Prado Cerro San Francisco";"Lo Prado Cerro San Francisco";"Dirección Meteorológica de Chile";-33.45806;-70.94861;1068;85571;NA;372672;"Región de Metropolitana de Santiago";"Pudahuel";"Santiago";"M"
330112;"San José Guayacán";"San José Guayacán";"Dirección Meteorológica de Chile";-33.61528;-70.35055;928;85593;NA;372326;"Región de Metropolitana de Santiago";"San Jose de Maipo";"Cordillera";"M"
330113;"El Paico";"El Paico";"Dirección Meteorológica de Chile";-33.70639;-71.00805;275;85569;NA;366238;"Región de Metropolitana de Santiago";"El Monte";"Talagante";"M"
330114;"San Pablo - DASA";"San Pablo - DASA";"Dirección Meteorológica de Chile";-33.44222;-70.74667;490;85572;NA;337941;"Región de Metropolitana de Santiago";"Pudahuel";"Santiago";"M"
330118;"Lo Pinto";"Lo Pinto";"Dirección Meteorológica de Chile";-33.26805;-70.73222;512;85570;NA;335560;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330121;"Curacaví Ad.";"Curacaví Ad.";"Dirección Meteorológica de Chile";-33.41111;-71.16778;208;85567;NA;229470;"Región de Metropolitana de Santiago";"Curacavi";"Melipilla";"M"
330122;"Aguas Andinas, La Florida";"Aguas Andinas, La Florida";"Dirección Meteorológica de Chile";-33.545;-70.54833;670;85565;NA;134584;"Región de Metropolitana de Santiago";"La Florida";"Santiago";"M"
330141;"Rinconada - U. de Chile";"Rinconada - U. de Chile";"Instituto de Investigación Agropecuaria";-33.49722;-70.84556;462;NA;NA;54223;"Región de Metropolitana de Santiago";"Maipu";"Santiago";"M"
330151;"San Antonio de Naltahua";"San Antonio de Naltahua";"Instituto de Investigación Agropecuaria";-33.72555;-71.0425;249;NA;NA;54329;"Región de Metropolitana de Santiago";"Calera de Tango";"Maipo";"M"
330158;"San Pedro de Melipilla";"San Pedro de Melipilla";"Instituto de Investigación Agropecuaria";-33.89805;-71.45278;145;NA;NA;52556;"Región de Metropolitana de Santiago";"San Pedro";"Melipilla";"M"
330160;"El Milagro, Buin";"El Milagro, Buin";"Dirección Meteorológica de Chile";-33.75444;-70.76444;460;85591;NA;114169;"Región de Metropolitana de Santiago";"Buin";"Maipo";"M"
330162;"Colina (Reg.)";"Colina (Reg.)";"Dirección Meteorológica de Chile";-33.16222;-70.64306;726;85596;NA;72743;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330164;"Colina";"Colina-Desarrollo Fruticola";"Fundación para el Desarrollo Frutícola";-33.21889;-70.71583;553;NA;NA;20067;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330165;"San Bernardo Lo Herrera";"San Bernardo Lo Herrera";"Fundación para el Desarrollo Frutícola";-33.66278;-70.76583;504;NA;NA;20068;"Región de Metropolitana de Santiago";"Santiago";"Santiago";"M"
330166;"Talagante";"Talagante-Desarrollo Fruticola";"Fundación para el Desarrollo Frutícola";-33.67333;-70.92111;343;NA;NA;19254;"Región de Metropolitana de Santiago";"Talagante";"Talagante";"M"
330167;"Paine Huelquen";"Paine Huelquen";"Fundación para el Desarrollo Frutícola";-33.86194;-70.63917;438;NA;NA;20052;"Región de Metropolitana de Santiago";"Paine";"Maipo";"M"
330168;"Melipilla, San Diego";"Melipilla, San Diego";"Fundación para el Desarrollo Frutícola";-33.70305;-71.37194;106;NA;NA;20057;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330169;"Tiltil Huechu";"Tiltil Huechu";"Fundación para el Desarrollo Frutícola";-33.07722;-70.75278;600;NA;NA;19938;"Región de Metropolitana de Santiago";"Tiltil";"Chacabuco";"M"
330170;"Til Til";"Til Til";"Fundación para el Desarrollo Frutícola";-33.12139;-70.83417;552;NA;NA;16563;"Región de Metropolitana de Santiago";"Tiltil";"Chacabuco";"M"
330171;"Pirque II";"Pirque II";"Fundación para el Desarrollo Frutícola";-33.67389;-70.62833;663;NA;NA;19994;"Región de Metropolitana de Santiago";"Pirque";"Cordillera";"M"
330172;"Colina Peldehue";"Colina Peldehue";"Fundación para el Desarrollo Frutícola";-33.14722;-70.66028;714;NA;NA;17669;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330173;"Buin";"Buin";"Fundación para el Desarrollo Frutícola";-33.70722;-70.70722;528;NA;NA;7456;"Región de Metropolitana de Santiago";"Buin";"Maipo";"M"
330174;"Melipilla";"Melipilla";"Fundación para el Desarrollo Frutícola";-33.65028;-71.10028;254;NA;NA;19217;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330175;"Calera de Tango";"Calera de Tango";"Fundación para el Desarrollo Frutícola";-33.625;-70.79944;475;NA;NA;17594;"Región de Metropolitana de Santiago";"Calera de Tango";"Maipo";"M"
330176;"Melipilla Chocalan";"Melipilla Chocalan";"Fundación para el Desarrollo Frutícola";-33.72583;-72.21;155;NA;NA;18986;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330177;"Melipilla Mallarauco";"Melipilla Mallarauco";"Fundación para el Desarrollo Frutícola";-33.58667;-70.99611;256;NA;NA;8260;"Región de Metropolitana de Santiago";"Melipilla";"Melipilla";"M"
330179;"San Pedro";"San Pedro";"Fundación para el Desarrollo Frutícola";-33.94139;-71.39417;151;NA;NA;19740;"Región de Metropolitana de Santiago";"San Pedro";"Melipilla";"M"
330180;"Isla de Maipo";"Isla de Maipo";"Fundación para el Desarrollo Frutícola";-33.69194;-71.10111;218;NA;NA;2;"Región de Metropolitana de Santiago";"Isla de Maipo";"Talagante";"M"
330181;"El Monte";"El Monte";"Fundación para el Desarrollo Frutícola";-33.69194;-71.10111;223;NA;NA;13252;"Región de Metropolitana de Santiago";"El Monte";"Talagante";"M"
330182;"Alhue";"Alhue";"Fundación para el Desarrollo Frutícola";-34.06528;-71.25417;135;NA;NA;5171;"Región de Metropolitana de Santiago";"Alhue";"Melipilla";"M"
330903;"Colina Base Aérea";"Colina Base Aérea";"Dirección Meteorológica de Chile";-33.21333;-70.66444;594;85573;NA;11765;"Región de Metropolitana de Santiago";"Colina";"Chacabuco";"M"
330913;"Santiago, Cerro San Cristobal";"Santiago, Cerro San Cristobal";"Dirección Meteorológica de Chile";-33.42528;-70.63361;827;NA;NA;3807;"Región de Metropolitana de Santiago";"Santiago";"Santiago";"M"
330964;"Los Morros retén";"Los Morros retén";"Dirección Meteorológica de Chile";-33.63333;-70.66667;580;NA;NA;61;"Región de Metropolitana de Santiago";"Buin";"Maipo";"M"
340046;"Carén CODELCO";"Carén CODELCO";"Dirección Meteorológica de Chile";-34.04361;-71.03222;282;NA;NA;854;"Región de Metropolitana de Santiago";"Alhue";"Melipilla";"M"
330042;"Navidad";"Navidad";"Dirección Meteorológica de Chile";-33.95917;-71.82528;30;NA;NA;18170;"Región de Del Libertador Gral. Bernardo O'Higgins";"Navidad";"Cardenal Caro";"VI"
340001;"Graneros Sendos";"Graneros Sendos";"Dirección Meteorológica de Chile";-34.07722;-70.73833;473;NA;NA;7151;"Región de Del Libertador Gral. Bernardo O'Higgins";"Graneros";"Cachapoal";"VI"
340002;"Sewell";"Sewell";"Dirección Meteorológica de Chile";-34.085;-70.38222;2157;85604;NA;6697;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340003;"Barahona";"Barahona";"Dirección Meteorológica de Chile";-34.08555;-70.51417;1600;NA;NA;15126;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340004;"Machalí";"Machalí";"Dirección Meteorológica de Chile";-34.17583;-70.65889;552;NA;NA;26742;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340005;"La Estrella retén";"La Estrella retén";"Dirección Meteorológica de Chile";-34.20667;-71.65556;209;NA;NA;7213;"Región de Del Libertador Gral. Bernardo O'Higgins";"La Estrella";"Cardenal Caro";"VI"
340006;"Bocatoma Pangal";"Bocatoma Pangal";"Dirección Meteorológica de Chile";-34.25611;-70.35417;1434;NA;NA;13539;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340007;"Coya";"Coya";"Dirección Meteorológica de Chile";-34.205;-70.52667;790;NA;NA;6209;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340008;"Central Pangal (Casa de Fuerza)";"Central Pangal (Casa de Fuerza)";"Dirección Meteorológica de Chile";-34.25611;-70.35389;1435;NA;NA;5850;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340009;"Parrón";"Parrón";"Dirección Meteorológica de Chile";-34.28583;-70.67167;693;85605;NA;15401;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340010;"Bocatoma Cachapoal";"Bocatoma Cachapoal";"Dirección Meteorológica de Chile";-34.27722;-70.45194;943;NA;NA;14527;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340011;"San José de Marchigue";"San José de Marchigue";"Dirección Meteorológica de Chile";-34.29083;-71.44472;118;NA;NA;16585;"Región de Del Libertador Gral. Bernardo O'Higgins";"Marchihue";"Cardenal Caro";"VI"
340012;"Marchigüe Escuela";"Marchigüe Escuela";"Dirección Meteorológica de Chile";-34.39694;-71.61556;140;NA;NA;21030;"Región de Del Libertador Gral. Bernardo O'Higgins";"Marchihue";"Cardenal Caro";"VI"
340013;"Rengo Essbio";"Rengo Essbio";"Dirección Meteorológica de Chile";-34.40694;-70.86028;323;NA;NA;20620;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rengo";"Cachapoal";"VI"
340014;"San Vicente de Tagua Tagua";"San Vicente de Tagua Tagua";"Dirección Meteorológica de Chile";-34.45028;-71.05333;221;NA;NA;11305;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Vicente";"Cachapoal";"VI"
340015;"Piuchén";"Piuchén";"Dirección Meteorológica de Chile";-34.66028;-71.73944;98;NA;NA;13399;"Región de Del Libertador Gral. Bernardo O'Higgins";"Marchigue, VI region";"Colchagua";"VI"
340016;"Lihueumo Fundo";"Lihueumo Fundo";"Dirección Meteorológica de Chile";-34.52444;-71.41917;149;NA;NA;20755;"Región de Del Libertador Gral. Bernardo O'Higgins";"de Palmilla, VI Region";"Colchagua";"VI"
340017;"San Diego de Puquillay";"San Diego de Puquillay";"Dirección Meteorológica de Chile";-34.53833;-71.50278;355;NA;NA;21273;"Región de Del Libertador Gral. Bernardo O'Higgins";"Peralillo";"Colchagua";"VI"
340018;"Idahue fundo";"Idahue fundo";"Dirección Meteorológica de Chile";-34.29055;-71.14833;273;NA;NA;4383;"Región de Del Libertador Gral. Bernardo O'Higgins";"Coltauco";"Cachapoal";"VI"
340019;"Pumanque";"Pumanque";"Dirección Meteorológica de Chile";-34.61694;-71.67361;112;NA;NA;21246;"Región de Del Libertador Gral. Bernardo O'Higgins";"Pumanque";"Colchagua";"VI"
340020;"San Miguel de Querelema";"San Miguel de Querelema";"Dirección Meteorológica de Chile";-34.62055;-71.91917;125;NA;NA;7365;"Región de Del Libertador Gral. Bernardo O'Higgins";"Paredones";"Cardenal Caro";"VI"
340021;"Puente Negro retén";"Puente Negro retén";"Dirección Meteorológica de Chile";-34.68639;-70.87139;517;NA;NA;5113;"Región de Del Libertador Gral. Bernardo O'Higgins";"Pichilemu";"Cardenal Caro";"VI"
340022;"Placilla";"Placilla";"Dirección Meteorológica de Chile";-34.64222;-71.13944;242;NA;NA;6939;"Región de Del Libertador Gral. Bernardo O'Higgins";"Placilla";"Colchagua";"VI"
340024;"Chimbarongo subcomisaría";"Chimbarongo subcomisaría";"Dirección Meteorológica de Chile";-34.70889;-71.04028;313;NA;NA;1462;"Región de Del Libertador Gral. Bernardo O'Higgins";"Chimbarongo";"Colchagua";"VI"
340025;"Las Arañas";"Las Arañas";"Dirección Meteorológica de Chile";-34.71556;-71.25028;205;NA;NA;18936;"Región de Del Libertador Gral. Bernardo O'Higgins";"Chepica";"Colchagua";"VI"
340032;"Graneros, Mostazal";"Graneros, Mostazal";"Fundación para el Desarrollo Frutícola";-34.06583;-70.74167;474;NA;NA;26677;"Región de Del Libertador Gral. Bernardo O'Higgins";"Graneros";"Cachapoal";"VI"
340033;"Nancagua";"Nancagua";"Dirección Meteorológica de Chile";-34.65444;-71.20306;219;NA;NA;21394;"Región de Del Libertador Gral. Bernardo O'Higgins";"Nancagua";"Colchagua";"VI"
340034;"Pangal Endesa, Machalí";"Pangal Endesa, Machalí";"Dirección Meteorológica de Chile";-34.23917;-70.4425;962;NA;NA;2191;"Región de Del Libertador Gral. Bernardo O'Higgins";"Machali";"Cachapoal";"VI"
340035;"Lolol Hacienda";"Lolol Hacienda";"Dirección Meteorológica de Chile";-34.71083;-71.59556;112;NA;NA;20906;"Región de Del Libertador Gral. Bernardo O'Higgins";"Lolol";"Colchagua";"VI"
340036;"San Fernando club aéreo";"San Fernando club aéreo";"Dirección Meteorológica de Chile";-34.56833;-70.97028;338;NA;NA;12720;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Fernando";"Colchagua";"VI"
340037;"Chépica SENDOS";"Chépica SENDOS";"Dirección Meteorológica de Chile";-34.72889;-71.27417;203;NA;NA;1826;"Región de Del Libertador Gral. Bernardo O'Higgins";"Nancagua";"Colchagua";"VI"
340038;"San Fernando Ex Sendos";"San Fernando Ex Sendos";"Dirección Meteorológica de Chile";-34.59833;-70.96805;359;NA;NA;14663;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Fernando";"Colchagua";"VI"
340039;"Nancagua 2";"Nancagua 2-Version 2";"Fundación para el Desarrollo Frutícola";-34.66083;-71.28361;189;NA;NA;52;"Región de Del Libertador Gral. Bernardo O'Higgins";"Nancagua";"Colchagua";"VI"
340041;"Santa Isabel de Querelema";"Santa Isabel de Querelema";"Dirección Meteorológica de Chile";-34.60055;-71.96167;138;NA;NA;8585;"Región de Del Libertador Gral. Bernardo O'Higgins";"Paredones";"Cardenal Caro";"VI"
340042;"Hidango";"Hidango";"Dirección Meteorológica de Chile";-34.1125;-71.79722;300;NA;NA;6124;"Región de Del Libertador Gral. Bernardo O'Higgins";"Litueche";"Cardenal Caro";"VI"
340044;"San Benito de Chimbarongo";"San Benito de Chimbarongo";"Dirección Meteorológica de Chile";-34.72083;-71.01972;321;NA;NA;24931;"Región de Del Libertador Gral. Bernardo O'Higgins";"Chimbarongo";"Colchagua";"VI"
340045;"Rancagua";"Rancagua";"Dirección Meteorológica de Chile";-34.17222;-70.77611;482;85608;NA;650652;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340048;"Quimávida";"Quimávida";"Dirección Meteorológica de Chile";-34.215;-70.99694;316;85607;NA;174272;"Región de Del Libertador Gral. Bernardo O'Higgins";"Donihue";"Cachapoal";"VI"
340050;"Quinta de Tilcoco";"Quinta de Tilcoco";"Fundación para el Desarrollo Frutícola";-34.35778;-70.96722;287;NA;NA;11269;"Región de Del Libertador Gral. Bernardo O'Higgins";"Quinta de Tilcoco";"Cachapoal";"VI"
340052;"La Rosa FDF (Las Cabras), Peumo Norte";"La Rosa FDF (Las Cabras), Peumo Norte";"Fundación para el Desarrollo Frutícola";-34.32694;-71.25889;149;85618;NA;7547;"Región de Del Libertador Gral. Bernardo O'Higgins";"Peumo";"Cachapoal";"VI"
340053;"San Fernando Liceo Agrícola, El Carmen (FDF)";"San Fernando Liceo Agrícola, El Carmen (FDF)";"Fundación para el Desarrollo Frutícola";-34.59139;-70.97055;353;85622;NA;6987;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Fernando";"Colchagua";"VI"
340057;"Paredones";"Paredones";"Dirección Meteorológica de Chile";-34.64472;-71.8975;75;NA;NA;459;"Región de Del Libertador Gral. Bernardo O'Higgins";"Paredones";"Cardenal Caro";"VI"
340066;"Nilahue - La Quebrada";"Nilahue - La Quebrada";"Dirección Meteorológica de Chile";-34.66083;-71.73528;81;85619;NA;200985;"Región de Del Libertador Gral. Bernardo O'Higgins";"Pumanque";"Colchagua";"VI"
