sep=; 
"codigo_comuna";"poblacion";"15-44";"45-64";"65+";"mujer";"nombre_comuna";"codigo_provincia";"nombre_provincia";"codigo_region";"nombre_region";"region";"superficie";"perimetro";"casos_fallecidos";"tasa_mortalidad";"mp25";"casos_confirmados";"tasa_contagios";"dias_primerContagio";"hr_summer";"hr_winter";"tmed_summer";"tmed_winter";"ingresoTotal_media";"ingresoTotal_mediana";"ingresoAutonomo_media";"ingresoAutonomo_mediana";"perc_ocupado";"perc_menor_media";"perc_isapre";"perc_puebloOrig";"viviendas";"perc_rural";"perc_material_irrecuperable";"pcr_region";"consumo_lena_m3";"penetracion_lena";"defunciones";"tasa_mortalidad_all";"tasa_camas";"dias_cuarentena";"densidad_pob"
"05109";334248;0.448906201383404;0.23751226634116;0.148476580263756;0.525295588904047;"Vina del Mar";"051";"Valparaiso";"05";"Valparaiso";"V";120393848.545829;57401.5751823442;90;24.9051528761301;14.6582530464955;3504;969.640618643997;116;76.7346623044931;80.7362136482302;16.8334345183133;10.3772704692228;591442.401405671;349114.548387097;639970.540060059;380000;0.494250477389658;0.271697732852401;0.22718843681514;0.0549352576530002;147117;0;0.0111000088365043;70294;57823.6070624957;0.198937114109307;2743;820.648141499725;427.82604533161;42;0.00277628802498797
"05201";7750;0.509290322580645;0.217548387096774;0.0612903225806452;0.507225806451613;"Isla de Pascua";"052";"Isla de Pascua";"05";"Valparaiso";"V";NA;NA;0;0;NA;5;60.4083605170956;114;74.9828254847645;76.3471389645777;23.180055401662;18.4173913043478;NA;NA;NA;NA;NA;NA;NA;0.512387096774194;3136;0.0552258064516129;0.0124362244897959;70294;1340.71992871862;0.198937114109307;35;451.612903225807;232.258064516129;127;NA
"05301";66708;0.436034658511723;0.24475325298315;0.120285423037717;0.500974395874558;"Los Andes";"053";"Los Andes";"05";"Valparaiso";"V";1233956397.12794;221366.677943497;34;49.931711042251;NA;949;1393.68216997342;107;33.3261398176292;35.6320334261838;11.6191489361702;0.436944444444444;515819.299772013;329050.445205479;565662.452644726;367019.230769231;0.538561264822134;0.345806172336525;0.13386718434037;0.0457366432811657;23661;0.0853121064939737;0.00477579138667005;70294;11540.2251619305;0.198937114109307;458;686.57432391917;292.318762367332;35;5.40602570360383e-05
"05302";14832;0.420105177993528;0.240156418554477;0.113268608414239;0.505933117583603;"Calle Larga";"053";"Los Andes";"05";"Valparaiso";"V";322041312.291972;96519.7214903608;1;6.06722485135299;NA;225;1365.12559155442;102;NA;NA;NA;NA;277271.706011271;250000;322968.261669572;251439.966666667;0.493491921005386;0.420659097202991;0.0556999628666914;0.0500943905070119;5488;0.279193635382956;0.0071064139941691;70294;2565.87844938769;0.198937114109307;32;215.749730312837;NA;NA;4.60562028344764e-05
"05303";10207;0.419809934358773;0.239345547173508;0.109532673655335;0.497011854609582;"Rinconada";"053";"Los Andes";"05";"Valparaiso";"V";123019406.186087;55803.0848630343;4;35.5145165586433;NA;161;1429.45929148539;102;NA;NA;NA;NA;330430.623559539;250000;408055.400083091;270000;0.552790457959063;0.50757755150367;0.0556294594267747;0.0533947291074753;3634;0.20985598118938;0.0066042927903137;70294;1765.77139515238;0.198937114109307;26;254.727148035662;NA;NA;8.29706492369199e-05
"05304";18855;0.413895518430125;0.24884645982498;0.119278705913551;0.506603023070804;"San Esteban";"053";"Los Andes";"05";"Valparaiso";"V";1374739425.53141;180521.765818859;2;9.68851426633726;NA;207;1002.76122656591;95;NA;NA;NA;NA;256959.628742964;250000;306989.937506037;250000;0.490151565734126;0.477208659113877;0.0477233170512604;0.0413153009811721;7323;0.396870856536728;0.00887614365697119;70294;3261.84183948253;0.198937114109307;46;243.967117475471;NA;NA;1.3715326446473e-05
"05401";35390;0.397287369313365;0.265131393048884;0.135575021192427;0.510031082226618;"La Ligua";"054";"Petorca";"05";"Valparaiso";"V";1163604794.52555;201406.26109263;11;29.1475661782241;NA;333;882.376321577148;102;NA;NA;NA;NA;305988.801945317;214936.571428571;375703.8673301;270000;0.472552868177789;0.474221911375331;0.0747926006080281;0.0665724781011585;17309;0.265074879909579;0.00508406031544283;70294;6122.33268094864;0.198937114109307;177;500.141282848262;166.713760949421;NA;3.04141063757219e-05
"05402";19388;0.399731792861564;0.254848359810192;0.12507736744378;0.511708273158655;"Cabildo";"054";"Petorca";"05";"Valparaiso";"V";1456419595.69747;246369.420373179;17;82.272661278614;NA;277;1340.56042201036;95;NA;NA;NA;NA;503871.383883716;251138.613861386;635647.764229811;302156.647058824;0.420240718765893;0.460691457098866;0.105850365647853;0.0365174334639983;7064;0.372137404580153;0.0103340883352208;70294;3354.0487713544;0.198937114109307;96;495.151640189808;108.314421291521;NA;1.33120977342489e-05
"05403";6356;0.446507237256136;0.255978602894902;0.123348017621145;0.474354940213971;"Papudo";"054";"Petorca";"05";"Valparaiso";"V";166074435.648394;63447.2711837502;1;16.1264312207708;NA;78;1257.86163522013;63;NA;NA;NA;NA;384467.084184915;277333.6;466697.730281472;310624.414473684;0.518136769078295;0.331742243436754;0.0669864656501628;0.0774071743234739;5823;0.148206419131529;0.00171732783788425;70294;1099.5633376691;0.198937114109307;19;298.930144745123;NA;NA;3.82719951760466e-05
"05404";9826;0.388764502340729;0.270506818644413;0.14878892733564;0.502442499491146;"Petorca";"054";"Petorca";"05";"Valparaiso";"V";1516404458.62007;215288.520397;1;9.47149081265391;NA;80;757.719265012313;109;NA;NA;NA;NA;281769.632540558;270000;334754.591755053;276015.625;0.509036553879603;0.454221663523989;0.0178438661710038;0.0496641563199674;4446;0.582434357826175;0.0119208277103014;70294;1699.85987349538;0.198937114109307;64;651.333197638917;193.364543049054;NA;6.47980157545942e-06
"05405";7339;0.404551028750511;0.267475132851887;0.146477721760458;0.495299087069083;"Zapallar";"054";"Petorca";"05";"Valparaiso";"V";289246657.983058;88149.1489971726;2;25.0187640730548;NA;68;850.637978483863;56;NA;NA;NA;NA;358620.554310672;279480.163043478;403150.345344673;3e+05;0.508703481392557;0.3888192529456;0.0339702760084926;0.0592723804333015;6961;0.316936912385884;0.00301680792989513;70294;1269.61852346657;0.198937114109307;27;367.897533723941;NA;NA;2.53728082847196e-05
"05501";90517;0.423356938475645;0.243865793165925;0.132361876774529;0.519018526906548;"Quillota";"055";"Quillota";"05";"Valparaiso";"V";301868647.826807;86625.8670841871;31;31.7714098306891;NA;1401;1435.86274750953;116;NA;NA;NA;NA;359499.350500667;270000;420636.107828564;298727.931034483;0.48876724674946;0.34055957218304;0.100064237656791;0.0474054597478927;33118;0.134626644718672;0.00501237997463615;70294;15659.089779074;0.198937114109307;971;1072.72667012826;229.791088966713;28;0.000299855585042183
"05502";50554;0.418878822645092;0.244669066740515;0.130632590892907;0.516121375163192;"Calera";"055";"Quillota";"05";"Valparaiso";"V";59360617.3431276;54590.888834153;14;26.1237894422571;NA;660;1231.55007370641;116;NA;NA;NA;NA;307598.413750222;261372.475409836;345082.869532644;282005.40625;0.397258146808935;0.384323640960809;0.0849737946436612;0.051410373066424;18106;0.0373066424021838;0.00662763724732133;70294;8745.64584212144;0.198937114109307;321;634.964592317126;164.180875895082;NA;0.000851642086331045
"05503";17988;0.420947298198799;0.254225038914832;0.118078719146097;0.497609517456082;"Hijuelas";"055";"Quillota";"05";"Valparaiso";"V";268818057.452382;88584.3395250528;3;15.7076286716582;NA;170;890.098958060632;95;NA;NA;NA;NA;313345.984042934;247565.160714286;422930.03760282;298501.54109589;0.438666425077007;0.579646895457251;0.0295706994896427;0.0438625750500334;6596;0.347620635979542;0.0077319587628866;70294;3111.85420358588;0.198937114109307;44;244.607516121859;NA;NA;6.69151476298663e-05
"05504";22098;0.452891664404018;0.21526835007693;0.103040999185447;0.517784414879175;"La Cruz";"055";"Quillota";"05";"Valparaiso";"V";77938313.2038566;47066.6847333265;2;7.89858220449429;NA;166;655.582322973026;102;NA;NA;NA;NA;354494.031166857;311403.227272727;415988.667482803;330000;0.51291157972623;0.435727461378833;0.060149921412163;0.040772920626301;8064;0.119739342926962;0.00744047619047619;70294;3822.86825610633;0.198937114109307;61;276.043080821794;NA;NA;0.000283531925334337
"05506";22120;0.405334538878843;0.251898734177215;0.132368896925859;0.511799276672694;"Nogales";"055";"Quillota";"05";"Valparaiso";"V";405014147.110649;101271.383810788;2;8.51426138782461;NA;150;638.569604086846;74;NA;NA;NA;NA;284029.171461057;269533.032258064;329420.85321492;280000;0.469936207754603;0.509074508388959;0.0647514647514648;0.0479204339963834;7690;0.151039783001808;0.00728218465539662;70294;3826.67417074269;0.198937114109307;75;339.059674502712;NA;NA;5.46153761734078e-05
"05601";91350;0.413891625615764;0.254471811713191;0.127301587301587;0.510530925013684;"San Antonio";"056";"San Antonio";"05";"Valparaiso";"V";398031126.231334;116132.743461321;33;34.1046496005622;NA;1208;1248.43687022664;114;NA;NA;NA;NA;258007.937002336;219250.017241379;345941.422592777;3e+05;0.473854051158097;0.40469112957203;0.0556556674839739;0.086863711001642;32493;0.0523371647509579;0.00575508571076847;70294;15803.1955468963;0.198937114109307;956;1046.52435686918;224.411603721949;45;0.000229504664283235
"05602";13817;0.367011652312369;0.264239704711587;0.193240211333864;0.512629369617138;"Algarrobo";"056";"San Antonio";"05";"Valparaiso";"V";175510474.156784;64097.6776290167;7;46.1315407934625;NA;108;711.743772241993;116;NA;NA;NA;NA;504578.288616492;384591.465517241;590858.405129274;406292.134831461;0.460814575020703;0.326430722891566;0.166039156626506;0.0632554100021712;19956;0.211189114858508;0.0023050711565444;70294;2390.28738775551;0.198937114109307;45;325.685749439097;NA;NA;7.87246463003528e-05
"05603";22738;0.372504178027971;0.258641921013282;0.16672530565573;0.504573841146979;"Cartagena";"056";"San Antonio";"05";"Valparaiso";"V";244424289.375714;88390.2465635815;3;11.8310525693102;NA;170;670.426312260914;102;NA;NA;NA;NA;277528.394738949;227865.168539326;344810.265642443;279716.117216117;0.483355422156389;0.408535178777393;0.022305814030225;0.0717301433723283;15778;0.0832087254815727;0.0055773862339967;70294;3933.58577280051;0.198937114109307;104;457.384114697863;NA;NA;9.30267612031329e-05
"05604";15955;0.352930115951113;0.258163585083046;0.209840175493576;0.509495455969915;"El Quisco";"056";"San Antonio";"05";"Valparaiso";"V";50165341.0491834;35840.3250020567;3;16.9090294217112;NA;160;901.814902491264;102;NA;NA;NA;NA;274250.274289935;250000;325791.169447113;3e+05;0.509851915310244;0.327921395544346;0.0407237403928267;0.0725791287997493;18312;0.0681917894077092;0.00202053298383574;70294;2760.15309196201;0.198937114109307;41;256.972735819492;NA;NA;0.000318048271302637
"05605";13286;0.343444227005871;0.276456420292037;0.207511666415776;0.49706457925636;"El Tabo";"056";"San Antonio";"05";"Valparaiso";"V";98500861.8023171;54292.1923388683;8;55.7957874180499;NA;202;1408.84363230576;102;NA;NA;NA;NA;369459.255773619;258310.648148148;472788.299950848;329042.338709677;0.480807213396307;0.376896149358226;0.0935548081543002;0.0628481107933163;20596;0.0505042902303176;0.00330161196348806;70294;2298.4264481233;0.198937114109307;NA;NA;NA;NA;0.000134882068612393
"05606";10900;0.391009174311927;0.271009174311927;0.133669724770642;0.502018348623853;"Santo Domingo";"056";"San Antonio";"05";"Valparaiso";"V";531111466.414871;117010.699193982;1;8.37942014412603;NA;144;1206.63650075415;107;79.6115501519757;86.461094224924;16.05;9.45592705167173;471702.771898404;321014.816326531;559391.748354935;4e+05;0.464911175507119;0.379193598030163;0.126192674669129;0.0532110091743119;7828;0.429724770642202;0.00268267756770567;70294;1885.6577061978;0.198937114109307;NA;NA;NA;NA;2.0522998822785e-05
"05701";76844;0.433931081151424;0.23591952527198;0.116417677372339;0.515655093436052;"San Felipe";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";186738842.299887;92904.4900898468;24;28.7445804488945;NA;1058;1267.15692145543;112;NA;NA;NA;NA;400620.419212671;276369.777777778;461423.79428932;302812.5;0.503964150293002;0.358039363108303;0.080819578827547;0.0478892301285722;27708;0.0940476810160845;0.0052331456619027;70294;13293.7138325747;0.198937114109307;774;1007.2354380303;292.800999427411;35;0.000411505175107571
"05702";13998;0.412987569652808;0.24482068866981;0.132947563937705;0.501214459208458;"Catemu";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";361217609.031334;91943.1253823032;3;19.7199763360284;NA;108;709.919148097022;81;NA;NA;NA;NA;246945.145686161;210000;280602.889685841;240000;0.422685059958525;0.46544227886057;0.00976130557462063;0.0411487355336477;5171;0.441848835547935;0.00966930961129375;70294;2421.59968544558;0.198937114109307;24;171.453064723532;NA;NA;3.87522635940646e-05
"05703";24608;0.411167100130039;0.250447009102731;0.123374512353706;0.503576072821847;"Llaillay";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";348987826.672718;96193.0402938191;5;18.8444578449478;NA;298;1123.12968755889;102;NA;NA;NA;NA;374917.363030267;270000;454747.000526039;3e+05;0.494101494965931;0.508507576398883;0.046834724103281;0.0594928478543563;8927;0.269668400520156;0.0073933012210149;70294;4257.08851689133;0.198937114109307;129;524.219765929779;150.357607282185;NA;7.05124881707622e-05
"05704";7273;0.411934552454283;0.255877904578578;0.116595627663963;0.494431458820294;"Panquehue";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";121073364.946342;55035.5857424168;0;0;NA;106;1388.70693043364;70;NA;NA;NA;NA;307750.956622773;270000;368284.326875311;3e+05;0.496988906497623;0.445303440278315;0.0757674722403657;0.0354736697373848;2514;0.476694623951602;0.00477326968973747;70294;1258.20077955749;0.198937114109307;25;343.73710985838;NA;NA;6.00710156459542e-05
"05705";16754;0.396860451235526;0.255759818550794;0.148859973737615;0.501134057538498;"Putaendo";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";1451469869.3429;218723.46365376;5;28.336639274582;NA;203;1150.46755454803;102;NA;NA;NA;NA;257595.565074551;208233.3;293052.39397379;250000;0.531450671336836;0.545258375922771;0.00919540229885063;0.0622537901396681;6337;0.598066133460666;0.0160959444532113;70294;2898.3769917099;0.198937114109307;99;590.903664796467;2280.0525247702;NA;1.15427818061319e-05
"05706";15241;0.413883603438095;0.254248408897054;0.124466898497474;0.502263630995342;"Santa Maria";"057";"San Felipe de Aconcagua";"05";"Valparaiso";"V";165687124.164306;74850.4055709766;5;30.5492759821592;NA;214;1307.50901203641;102;NA;NA;NA;NA;266454.96247572;270000;317063.121098627;3e+05;0.491254936729266;0.481441779445263;0;0.0526868315727314;5587;0.357784922249196;0.00769643816001432;70294;2636.63386240006;0.198937114109307;52;341.184961616692;NA;NA;9.19866288757963e-05
"05801";151708;0.417110501753368;0.252293880349092;0.146636960476705;0.527078334695599;"Quilpue";"058";"Marga Marga";"05";"Valparaiso";"V";536290037.031033;155178.279026357;30;17.9549331178741;21.50831125;1437;860.041296346171;116;NA;NA;NA;NA;488738.78702357;310685.647482014;534140.330005245;350000;0.470727971956574;0.26849656893325;0.167192410830138;0.059120151870699;56851;0.013921480739315;0.010501134544687;70294;26244.8953478767;0.198937114109307;1014;668.389274131885;102.829119097213;NA;0.000282884240848243
"05802";46121;0.415428980290974;0.241516879512586;0.139784479954901;0.515340083692895;"Limache";"058";"Marga Marga";"05";"Valparaiso";"V";295144629.935437;114003.456161009;15;30.0414572109511;NA;709;1419.95954417096;109;NA;NA;NA;NA;349094.161881471;276470.880597015;409316.541606353;3e+05;0.505565240713424;0.38191233191979;0.0646837446007783;0.044643437913315;16710;0.150733938986579;0.00915619389587074;70294;7978.75404289439;0.198937114109307;346;750.200559398105;526.874959346068;NA;0.000156265760315846
"05803";17516;0.398150262617036;0.252968714318338;0.158312400091345;0.509191596254853;"Olmue";"058";"Marga Marga";"05";"Valparaiso";"V";231212810.699328;68223.294675635;1;5.19049102045053;NA;135;700.716287760822;102;NA;NA;NA;NA;321040.81723135;273407.020547945;380624.951529599;3e+05;0.467708792015265;0.466349866349866;0.0710941888770988;0.0440739894953186;9090;0.299097967572505;0.0117711771177118;70294;3030.20003502392;0.198937114109307;56;319.707695820964;NA;NA;7.57570480070762e-05
"05804";126548;0.424574074659418;0.245148086101716;0.130393210481398;0.527799728166387;"Villa Alemana";"058";"Marga Marga";"05";"Valparaiso";"V";96077845.422871;48774.046028574;18;12.9208240614457;NA;1395;1001.36386476204;116;NA;NA;NA;NA;460697.792126284;310928.628571429;497864.673607259;350000;0.489869178692751;0.286780900938696;0.129885397169409;0.05398741979328;44982;0.00964851281727092;0.00973722822462318;70294;21892.3129728366;0.198937114109307;580;458.324114170117;85.3431109144356;NA;0.00131714027768857
"06101";241774;0.435150181574528;0.242002862177074;0.112443852523431;0.512180796942599;"Rancagua";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";262045808.485371;78526.598465594;86;32.4270109460015;25.6107313433961;5480;2066.27930214056;116;NA;NA;NA;NA;373670.9427529;285000;433874.431687456;310000;0.493668495453215;0.336528480414289;0.182216104611149;0.0703135986499789;90043;0.0313970898442347;0.00447563941672312;31902;137201.467664602;0.58965968343852;2167;896.291578085319;386.311183171061;35;0.000922640210875561
"06102";12988;0.419464120726825;0.263473975977826;0.104635047736372;0.498768093624885;"Codegua";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";285447861.696049;121545.687717594;5;35.4710556186152;NA;189;1340.80590238365;95;NA;NA;NA;NA;311493.429488649;273052.631578947;345723.868071099;285000;0.540826128722382;0.562007874015748;0.0352923356558619;0.0545118570988605;4402;0.459578072066523;0.00976828714220809;31902;7370.40650370945;0.58965968343852;32;246.381275023098;NA;NA;4.55004284244031e-05
"06103";7359;0.394211169995923;0.270009512161979;0.145264302214975;0.493273542600897;"Coinco";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";97649767.9532354;57878.9118804607;3;38.3092836163964;NA;106;1353.59468777934;91;NA;NA;NA;NA;247501.498881432;194506.043478261;338047.673091555;270000;0.516177451634423;0.493088782562467;0.0308073167377252;0.0520451148253839;2808;0.534719391221633;0.00961538461538462;31902;4176.07187101924;0.58965968343852;67;910.449789373556;285.364859355891;NA;7.53611621844737e-05
"06104";19597;0.409960708271674;0.256416798489565;0.124917079144767;0.499617288360463;"Coltauco";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";222680808.911256;86857.8313338515;5;23.515026101679;NA;174;818.322908338428;77;NA;NA;NA;NA;301873.89702458;270000;358293.104739234;3e+05;0.500533542007541;0.474194627131869;0.0356694441273827;0.0460784814002143;7567;0.427922641220595;0.00713624950442712;31902;11120.8697453953;0.58965968343852;56;285.758024187376;NA;NA;8.80048895808076e-05
"06105";20887;0.419016613204385;0.250825872552305;0.114568870589362;0.502369895150093;"Donihue";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";80233536.0575557;42969.4487945905;5;22.0264317180617;NA;373;1643.1718061674;91;NA;NA;NA;NA;348704.75228419;290914.19047619;420004.157467233;350000;0.464494382022472;0.454557979334099;0.122406350090517;0.0483075597261454;7738;0.213673576865993;0.0087878004652365;31902;11852.9165878487;0.58965968343852;57;272.897017283478;NA;NA;0.000260327551624008
"06106";33437;0.436073810449502;0.236295122170051;0.095493016718007;0.502527140592756;"Graneros";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";111874706.78619;53284.5051334936;3;8.21827744904668;NA;450;1232.741617357;91;NA;NA;NA;NA;328098.265416228;3e+05;389836.835471854;319027.583333333;0.618993180115899;0.408079268292683;0.096986672412201;0.0876573855309986;11391;0.108143673176421;0.0074620314283206;31902;18974.7676520275;0.58965968343852;114;340.939677602656;113.646559200885;28;0.000298878995624126
"06107";24640;0.40487012987013;0.268425324675325;0.128409090909091;0.486363636363636;"Las Cabras";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";750272739.282025;151019.004840219;5;18.6922875621519;NA;190;710.30692736177;100;NA;NA;NA;NA;227653.430322263;222642.045454545;285926.162414579;270000;0.496858237547893;0.60155560901291;0.0203056139050208;0.0732954545454545;11894;0.611282467532468;0.00891205649907516;31902;13982.662169033;0.58965968343852;93;377.435064935065;NA;NA;3.28413904836517e-05
"06108";52505;0.445024283401581;0.226397485953719;0.0823350157127893;0.512713074945243;"Machali";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";2594737214.12248;277054.9768883;8;13.3526947407074;NA;934;1558.92711097758;114;NA;NA;NA;NA;514846.522665919;275460;596123.772186035;304615.132267442;0.535826759845236;0.313837595611527;0.272988803649181;0.0579944767165032;19701;0.0190648509665746;0.00700472057255977;31902;29795.4414441996;0.58965968343852;97;184.744310065708;NA;35;2.02351897965732e-05
"06109";13407;0.398746923249049;0.27537853360185;0.135749981353025;0.491385097337212;"Malloa";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";220432279.60149;103569.313508809;4;28.2426039680859;NA;104;734.307703170232;70;NA;NA;NA;NA;289769.514353126;270000;354856.714071295;271250;0.553609386956891;0.494557871523085;0.0781676973968072;0.0504960095472514;5023;0.592899231744611;0.0127413896078041;31902;7608.17985796371;0.58965968343852;49;365.480719027374;NA;NA;6.08214006779674e-05
"06110";25343;0.422996488182141;0.247997474647832;0.11147062305173;0.500335398334846;"Mostazal";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";525160555.977902;121155.618864731;4;14.5655815308426;NA;232;844.803728788872;81;NA;NA;NA;NA;330716.998252417;287013.25;375480.871547765;301863.602739726;0.545795490488455;0.439633053319743;0.0804900018014773;0.0585960620289626;9100;0.173183916663378;0.0105494505494505;31902;14381.5993242615;0.58965968343852;69;272.264530639624;NA;NA;4.82576227622594e-05
"06111";13608;0.426513815402704;0.256025867136978;0.105893592004703;0.498677248677249;"Olivar";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";47234827.7263726;37382.4008443569;3;20.5142231947484;NA;189;1292.39606126915;102;NA;NA;NA;NA;341190.014519953;292970.826086957;406347.174264067;320000;0.524477307496175;0.482961222091657;0.112626086956522;0.0698118753674309;4636;0.317460317460317;0.0138050043140638;31902;7722.24297062506;0.58965968343852;44;323.339212228101;NA;NA;0.000288092508325213
"06112";14313;0.40613428351848;0.269824634947251;0.127576329211207;0.494375742332146;"Peumo";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";155036117.01969;59132.4737316889;4;26.7522739432852;NA;60;401.284109149278;102;NA;NA;NA;NA;266186.794739359;252543.859649123;312767.418766499;273333;0.479344786256492;0.483161203412663;0.0525098014011183;0.0530985817089359;4931;0.161601341437854;0.00466436828229568;31902;8122.31508219845;0.58965968343852;96;670.718926849717;335.359463424859;NA;9.23204236222083e-05
"06113";19714;0.385715735010652;0.2862432788881;0.136045449934057;0.488688241858578;"Pichidegua";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";318678842.216659;98366.8729715704;4;19.2836137492166;NA;139;670.105577785277;77;NA;NA;NA;NA;247115.986215452;270000;288951.859297836;270000;0.495771361913094;0.603198781416603;0.0320028766630709;0.0318048087653444;7287;0.528101856548646;0.00795937971730479;31902;11187.2646915713;0.58965968343852;106;537.688952013797;65.9429846809374;NA;6.18616531391724e-05
"06114";13002;0.404091678203353;0.273957852638056;0.128211044454699;0.498615597600369;"Quinta de Tilcoco";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";86474232.2556697;42828.6448860752;3;21.6185054406572;NA;95;684.586005620811;102;NA;NA;NA;NA;307092.585422617;208530.532894737;425506.702229055;270000;0.518859927950837;0.528093590377327;0.0644050717944412;0.0446854330103061;4740;0.440239963082603;0.00590717299578059;31902;7378.35119812368;0.58965968343852;38;292.262728810952;NA;NA;0.000150356929004681
"06115";58825;0.425516362090948;0.247173820654484;0.114492137696558;0.50966425839354;"Rengo";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";584962404.741458;160111.934759126;12;18.8353476691257;21.9535432281335;910;1428.34719824203;102;NA;NA;NA;NA;304377.284897818;270000;359502.875026824;3e+05;0.530687247335538;0.46048173190439;0.0571087891054002;0.0600764980875478;20848;0.218937526561836;0.00748273215656178;31902;33381.903494049;0.58965968343852;338;574.585635359116;176.795580110497;10;0.000100562018213802
"06116";27968;0.430813787185355;0.254004576659039;0.0978618421052632;0.49495852402746;"Requinoa";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";674077393.367789;135063.613307331;6;19.7556879918343;NA;365;1201.80435283659;102;NA;NA;NA;NA;302776.130237592;277179.985;358592.60926427;3e+05;0.481978461003995;0.468984446477585;0.10891740704179;0.0752645881006865;9236;0.417798913043478;0.00768731052403638;31902;15871.2295269284;0.58965968343852;67;239.559496567506;NA;NA;4.14907847009492e-05
"06117";46766;0.399905914553308;0.269618953940897;0.133451652910234;0.501732027541376;"San Vicente";"061";"Cachapoal";"06";"Libertador General Bernardo OHiggins";"VI";484337148.625078;117508.516451363;9;17.7805875496375;NA;406;802.102060572535;112;NA;NA;NA;NA;346870.053432161;275856.094339623;404035.433012692;3e+05;0.464266845972816;0.416463487749311;0.0716192170818505;0.0388743959286661;17584;0.43957148355643;0.00870109190172884;31902;26538.6842125405;0.58965968343852;202;431.937732540735;109.053585938502;NA;9.65567066923483e-05
"06201";16394;0.402708307917531;0.274673661095523;0.133524460168354;0.494388190801513;"Pichilemu";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";715151524.484842;169531.339748661;0;0;NA;54;301.979644335086;74;NA;NA;NA;NA;419025.584170112;319708.4;455969.362689394;350000;0.476724944240593;0.359640102827763;0.0578572371025201;0.0459314383310967;12056;0.212943759912163;0.00489382879893829;31902;9303.2371590555;0.58965968343852;60;365.987556423082;152.494815176284;NA;2.29238132601471e-05
"06202";3041;0.344952318316343;0.315685629727063;0.177573166721473;0.47287076619533;"La Estrella";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";432393739.820868;116809.311902626;0;0;NA;34;1091.84328837508;49;NA;NA;NA;NA;256775.63406214;2e+05;287818.04622871;263750;0.424748110831234;0.619423286180631;0.00274649821477613;0.0236764222295298;1893;0.627425189082539;0.0110935023771791;31902;1725.70112240379;0.58965968343852;15;493.258796448537;NA;NA;7.03294178417066e-06
"06203";6294;0.379091197966317;0.282332380044487;0.155068319034001;0.477756593581188;"Litueche";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";618693688.382612;178359.363199618;2;29.5639320029564;NA;77;1138.21138211382;91;NA;NA;NA;NA;309767.724904004;270000;350059.294486629;3e+05;0.494824928429861;0.472586302381392;0.0153903903903904;0.0254210359072132;3485;0.464887194153162;0.00688665710186514;31902;3571.70761736582;0.58965968343852;29;460.75627581824;127.105179536066;NA;1.01730470476493e-05
"06204";7308;0.377257799671593;0.286672140120416;0.164066776135742;0.487547892720307;"Marchihue";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";657489640.520289;157688.88584654;0;0;NA;27;353.77358490566;49;NA;NA;NA;NA;277670.273929237;270000;327748.183439179;275000;0.499221514508139;0.570009930486594;0.0225716459548567;0.027504105090312;3419;0.545566502463054;0.00497221409768938;31902;4147.13048422457;0.58965968343852;34;465.243568691845;123.152709359606;NA;1.11150040238155e-05
"06205";6641;0.331727149525674;0.294533955729559;0.212919741002861;0.476735431410932;"Navidad";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";298439155.291508;86442.0820312433;1;14.4843568945539;NA;76;1100.8111239861;84;NA;NA;NA;NA;195639.3579671;117771.803921569;244621.602428515;2e+05;0.350958360872439;0.595851083533988;0.0128300483451097;0.0376449329920193;5525;1;0.0101357466063348;31902;3768.62254320407;0.58965968343852;13;195.7536515585;NA;NA;2.22524420212664e-05
