sep=; 
"codigo_comuna";"poblacion";"15-44";"45-64";"65+";"mujer";"nombre_comuna";"codigo_provincia";"nombre_provincia";"codigo_region";"nombre_region";"region";"superficie";"perimetro";"casos_fallecidos";"tasa_mortalidad";"mp25";"casos_confirmados";"tasa_contagios";"dias_primerContagio";"hr_summer";"hr_winter";"tmed_summer";"tmed_winter";"ingresoTotal_media";"ingresoTotal_mediana";"ingresoAutonomo_media";"ingresoAutonomo_mediana";"perc_ocupado";"perc_menor_media";"perc_isapre";"perc_puebloOrig";"viviendas";"perc_rural";"perc_material_irrecuperable";"pcr_region";"consumo_lena_m3";"penetracion_lena";"defunciones";"tasa_mortalidad_all";"tasa_camas";"dias_cuarentena";"densidad_pob"
"06206";6188;0.342921784098255;0.308338720103426;0.190530058177117;0.479638009049774;"Paredones";"062";"Cardenal Caro";"06";"Libertador General Bernardo OHiggins";"VI";573427723.635533;129315.7420288;1;15.7505118916365;NA;20;315.01023783273;67;NA;NA;NA;NA;240807.675191301;180387.724137931;300381.206478873;270000;0.481269044631654;0.544843049327354;0.00165140369313921;0.0150290885585003;3852;0.702327084680026;0.0119418483904465;31902;3511.5549310867;0.58965968343852;32;517.129928894635;NA;NA;1.0791246647037e-05
"06301";73973;0.418274235193922;0.251172725183513;0.117204926121693;0.512295026563746;"San Fernando";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";2321198112.78458;259068.362282591;7;8.90109610640625;21.777888725129;393;499.732967116808;114;NA;NA;NA;NA;334094.994081661;277500;375926.352778559;3e+05;0.54066985645933;0.416850306941602;0.0686612862073133;0.0500723236856691;28736;0.138712773579549;0.00612472160356347;31902;41978.0628502386;0.58965968343852;547;739.458991794303;240.628337366336;NA;3.18684560325012e-05
"06302";15037;0.394493582496509;0.270532686041099;0.14464321340693;0.496109596329055;"Chepica";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";477800930.087315;139954.698515836;4;25.1177394034537;NA;139;872.841444270016;70;NA;NA;NA;NA;236751.71416863;226738.18;286470.724492595;271925;0.509143320421584;0.528234239617568;0.0294479471013378;0.0256035113386979;5740;0.425018288222385;0.0170731707317073;31902;8533.16927904828;0.58965968343852;68;452.217862605573;NA;NA;3.14712656529406e-05
"06303";35399;0.412808271420097;0.264216503291053;0.119014661431114;0.496482951495805;"Chimbarongo";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";509121188.007603;118259.094539711;3;7.95840407470289;NA;167;443.017826825127;102;NA;NA;NA;NA;261225.564247639;265000;294316.719968088;270000;0.472204266321913;0.537116906115221;0.0304414888972964;0.0382779174552953;12923;0.421283087092856;0.0071964714075679;31902;20088.1598263636;0.58965968343852;124;350.29238114071;56.4987711517275;NA;6.95296146258038e-05
"06304";6811;0.382322713257965;0.271766260461019;0.173102334458963;0.490383203641169;"Lolol";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";597190340.506034;136517.584452969;1;13.7193030594046;NA;46;631.087940732611;67;NA;NA;NA;NA;217740.592309283;207991.238636364;286253.135280095;270000;0.457835621322874;0.590383444917833;0.0208048595292331;0.0142416678901777;2982;0.643371017471737;0.0117370892018779;31902;3865.09383251964;0.58965968343852;44;646.013801203935;146.82131845544;NA;1.14050739572054e-05
"06305";17833;0.412605843099871;0.261761902091628;0.124768687265183;0.504850557954354;"Nancagua";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";151252020.46886;69308.9916397471;3;15.6731623217178;NA;91;475.419257092106;84;NA;NA;NA;NA;251127.839810427;250000;299522.911546664;270000;0.489321998755961;0.534617328317143;0.0462132394686046;0.0388605394493355;6546;0.364100263556328;0.00443018637335778;31902;10119.8382492032;0.58965968343852;89;499.07474906073;50.4682330510851;NA;0.000117902557233419
"06306";12482;0.402980291619933;0.283287934625861;0.126341932382631;0.49278961704855;"Palmilla";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";235498722.004109;81286.1681835183;2;15.0387247161441;NA;39;293.255131964809;60;NA;NA;NA;NA;254734.718523878;240328.151515152;281763.229364194;250000;0.501961189099917;0.578105048097387;0.00702347083926036;0.0408588367248838;4553;0.722480371735299;0.00417307269931913;31902;7083.26254845253;0.58965968343852;NA;NA;NA;NA;5.30024107722428e-05
"06307";11007;0.395203052602889;0.275642772780958;0.146179703824839;0.496865630962115;"Peralillo";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";282033438.142947;91554.6680556625;1;8.44024307900068;NA;53;447.332883187036;63;NA;NA;NA;NA;267619.217315369;249907.894736842;315546.833706428;270000;0.436619718309859;0.511183020843247;0.0350159616919393;0.0203506859271373;4490;0.397020078132098;0.00489977728285078;31902;6246.23224409686;0.58965968343852;38;345.23485054965;NA;NA;3.90272872340093e-05
"06308";8738;0.399404898146029;0.275463492790112;0.133669031815061;0.492790112153811;"Placilla";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";144150711.447054;54091.7438132073;0;0;NA;62;676.56045395024;102;NA;NA;NA;NA;243072.108839354;251389.166666667;294834.655088853;271730.769230769;0.47853624208304;0.556015615757719;0.0411581718114381;0.0484092469672694;3180;0.728198672465095;0.0122641509433962;31902;4958.62427082023;0.58965968343852;30;343.327992675669;NA;NA;6.06171132440746e-05
"06309";3421;0.377082724349605;0.290850628471207;0.189710610932476;0.488161356328559;"Pumanque";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";441030621.996756;102722.616218871;0;0;NA;4;113.28235627301;53;NA;NA;NA;NA;360411.661478599;257424.727272727;445185.414824447;3e+05;0.460753532182104;0.526243093922652;0.0988169798190675;0.0233849751534639;1670;1;0.0143712574850299;31902;1941.34282793271;0.58965968343852;9;263.080970476469;NA;NA;7.75683099851775e-06
"06310";37855;0.412679963016775;0.260573239994717;0.128252542596751;0.508836349227315;"Santa Cruz";"063";"Colchagua";"06";"Libertador General Bernardo OHiggins";"VI";393530300.754881;121572.537933243;6;14.5999610667705;NA;166;403.93225618065;102;NA;NA;NA;NA;353463.235101268;270000;408738.15517854;275423.369047619;0.521573683879489;0.414875857865868;0.0966789271619191;0.0315149914146084;14334;0.397067758552371;0.00739500488349379;31902;21481.8862178874;0.58965968343852;504;1331.39611676133;235.107647602694;NA;9.61933551937053e-05
"07101";220357;0.447069981893019;0.241621550483987;0.119451617148536;0.520677809191448;"Talca";"071";"Talca";"07";"Maule";"VII";231825808.775403;82476.9888583563;24;10.1383890099863;21.1783019749973;1810;764.603504503134;116;NA;NA;NA;NA;419553.700296555;280000;479846.867661971;300976.234615385;0.518720431697221;0.34387765551927;0.0905303910181959;0.033028222384585;80810;0.0428441120545297;0.0029575547580745;57125;151261.758280301;0.63747480880345;1955;887.196685378726;304.505870020013;NA;0.000950528334890813
"07102";46068;0.427042632630025;0.251041938004689;0.101241642788921;0.500629504211166;"Constitucion";"071";"Talca";"07";"Maule";"VII";1333391184.75585;230424.199714098;3;5.958528640661;NA;320;635.576388337173;107;NA;NA;NA;NA;348516.990691586;240000;453546.229165976;305782.785046729;0.460513715392309;0.454007849978194;0.111279547337435;0.0453243032039594;18740;0.190913432317444;0.00784418356456777;57125;31622.8968467391;0.63747480880345;227;492.749848050708;162.802813232613;NA;3.45495009466672e-05
"07103";9448;0.345469940728196;0.295512277730737;0.204699407281964;0.48645215918713;"Curepto";"071";"Talca";"07";"Maule";"VII";1067530867.59637;181019.839263846;3;31.8268618714195;NA;45;477.402928071292;102;NA;NA;NA;NA;239053.938126292;175002.538461538;258832.019725045;242965.846153846;0.461981883063409;0.611710865993898;0.0173668153015724;0.0520745131244708;4556;0.641299745977985;0.0485074626865672;57125;6485.48079812431;0.63747480880345;66;698.560541913633;127.01100762066;NA;8.85032956590093e-06
"07104";4142;0.422984065668759;0.249154997585707;0.126750362143892;0.469097054563013;"Empedrado";"071";"Talca";"07";"Maule";"VII";567295831.757132;137019.131120159;0;0;NA;30;713.266761768902;46;NA;NA;NA;NA;221790.806690141;165474.909090909;285161.330128205;270000;0.506802721088435;0.627993613624268;0.00646900269541784;0.0253500724287784;1660;0.273780782230806;0.0156626506024096;57125;2843.23258529116;0.63747480880345;10;241.429261226461;NA;NA;7.30130518881241e-06
"07105";49721;0.471370245972527;0.201142374449428;0.0677580901429979;0.512097504072726;"Maule";"071";"Talca";"07";"Maule";"VII";242855961.838242;78504.5208122987;2;3.33333333333333;NA;402;670;102;NA;NA;NA;NA;232196.375616514;2e+05;288945.419950739;252529.588235294;0.507481296758105;0.642470431450941;0.00429040127870783;0.035136059210394;18683;0.218961806882404;0.00406786918589092;57125;34130.4604957175;0.63747480880345;74;148.830474045172;NA;NA;0.000204734525039651
"07106";8422;0.394680598432676;0.263951555450012;0.145571123248635;0.497625267157445;"Pelarco";"071";"Talca";"07";"Maule";"VII";330845731.659024;107111.800624924;1;11.0095783331498;NA;85;935.814158317736;102;NA;NA;NA;NA;234650.866038433;152286.516129032;302333.789986468;272225.409836066;0.503660596958889;0.666265965439519;0.0151374729687983;0.022322488720019;3282;0.692828306815483;0.0146252285191956;57125;5781.19382745586;0.63747480880345;34;403.704583234386;NA;NA;2.5455972962891e-05
"07107";8245;0.379260157671316;0.287689508793208;0.154760460885385;0.485506367495452;"Pencahue";"071";"Talca";"07";"Maule";"VII";955235654.661749;169567.443159635;0;0;NA;54;627.833972793861;98;NA;NA;NA;NA;252901.658536585;220000;311397.925854783;271667;0.480336725719311;0.641356309060589;0;0.0100667070952092;3555;0.583020012128563;0.0236286919831224;57125;5659.69402842241;0.63747480880345;24;291.085506367495;NA;NA;8.63137798485922e-06
"07108";13906;0.401769020566662;0.276283618581907;0.130950668776068;0.478929958291385;"Rio Claro";"071";"Talca";"07";"Maule";"VII";432888830.35078;135946.006111804;5;33.8914119162204;NA;85;576.154002575747;102;NA;NA;NA;NA;214267.88654657;197352.882352941;284472.812146688;278392.523364486;0.495452369554811;0.720348289927832;0.00525505119144698;0.0373939306774054;5506;0.682654969078096;0.0154377043225572;57125;9545.62827886502;0.63747480880345;51;366.748166259169;NA;NA;3.21237209764263e-05
"07109";43269;0.409230627007789;0.25838360026809;0.123714437588112;0.499017772539231;"San Clemente";"071";"Talca";"07";"Maule";"VII";4501107640.35752;433620.922782489;4;8.6408018664132;NA;487;1052.01762723581;98;NA;NA;NA;NA;224881.436442399;170160.426229508;257933.425556391;2e+05;0.456411316519993;0.650533917185219;0.0128863279203771;0.0333957336661351;18387;0.499271996117313;0.0131070865285256;57125;29701.5525671085;0.63747480880345;140;323.557281194389;NA;NA;9.61296717546687e-06
"07110";9191;0.398977260363399;0.257425742574257;0.125666412795126;0.502883255358503;"San Rafael";"071";"Talca";"07";"Maule";"VII";262189198.274021;89269.1335038917;0;0;NA;125;1255.14609900592;102;NA;NA;NA;NA;263493.920709731;185103.538461538;308027.783400455;250000;0.464547026739391;0.48757016840417;0.0162247245429229;0.0371015123490371;3593;0.459471221847459;0.0122460339549123;57125;6309.06583568592;0.63747480880345;26;282.885431400283;NA;NA;3.50548384925997e-05
"07201";40441;0.374149996290893;0.264014242971242;0.164090897851191;0.522415370539799;"Cauquenes";"072";"Cauquenes";"07";"Maule";"VII";2124250378.58359;284176.776742878;8;18.122918696056;NA;386;874.430827084702;109;NA;NA;NA;NA;255714.070637497;186120.424528302;309261.978617363;250000;0.475830106769917;0.512940279300319;0.0587497588269342;0.019781904502856;17895;0.181177517865533;0.0151997764738754;57125;27760.3015407436;0.63747480880345;375;927.276773571376;299.201305605697;NA;1.9037774646398e-05
"07202";8928;0.365255376344086;0.283378136200717;0.156137992831541;0.501568100358423;"Chanco";"072";"Cauquenes";"07";"Maule";"VII";527459383.350718;128067.227722359;0;0;NA;46;492.980387954131;95;NA;NA;NA;NA;190751.779875776;117911;205492.934022499;154167;0.463306451612903;0.64885993485342;0.0183386093221264;0.0189292114695341;3704;0.560819892473118;0.0226781857451404;57125;6128.53223599215;0.63747480880345;55;616.039426523297;257.616487455197;NA;1.69264217905923e-05
"07203";7571;0.374323074891032;0.257957997622507;0.16774534407608;0.502707700435874;"Pelluhue";"072";"Cauquenes";"07";"Maule";"VII";369243480.188932;119256.831761008;2;24.7157686604053;NA;63;778.546712802768;102;NA;NA;NA;NA;193483.424292101;115556;240248.113417832;2e+05;0.44496255475484;0.588765687827464;0.0145600602485252;0.0254920089816405;5791;0.460969488838991;0.00656190640649283;57125;5197.03377673573;0.63747480880345;17;224.541011755382;NA;NA;2.05040858030211e-05
"07301";149136;0.43613882630619;0.248551657547473;0.108370882952473;0.513792779744663;"Curico";"073";"Curico";"07";"Maule";"VII";1333165474.1434;309767.303429323;30;18.3344945179861;25.1206407729469;1912;1168.51845061298;116;55.4591036414566;87.3005524861878;21.2659217877095;7.87225274725275;371832.266986411;278451.13592233;437372.682353375;3e+05;0.523037382030105;0.449109687086115;0.0942233468621835;0.0537294818152559;54598;0.11108652505096;0.00397450456060662;57125;102372.847619503;0.63747480880345;1067;715.454350391589;191.10074026392;35;0.000111866083312595
"07302";9657;0.368333851092472;0.285492388940665;0.165890027958993;0.494356425390908;"Hualane";"073";"Curico";"07";"Maule";"VII";631553747.482092;171013.189340371;2;19.5656427313637;NA;115;1125.02445705341;63;NA;NA;NA;NA;275061.341307371;2e+05;361307.973544974;280000;0.376157275117156;0.537399309551208;0.0192210419828023;0.0445272859065962;4329;0.405301853577716;0.0140910140910141;57125;6628.94666251974;0.63747480880345;64;662.731697214456;113.907010458735;NA;1.52908601025661e-05
"07303";6653;0.377273410491508;0.290245002254622;0.147903201563205;0.496016834510747;"Licanten";"073";"Curico";"07";"Maule";"VII";271447623.959771;107762.985059564;1;14.3081985977965;NA;21;300.472170553727;98;NA;NA;NA;NA;275017.525860293;181209.677419355;330332.819075452;270000;0.399378272251309;0.48633302522118;0.0427362482369534;0.134976702239591;3959;0.253720126258831;0.0060621369032584;57125;4566.88227666396;0.63747480880345;50;751.540658349617;345.708702840824;NA;2.45093322348844e-05
"07304";45976;0.421045763006786;0.253458326083174;0.120758656690447;0.507677918914216;"Molina";"073";"Curico";"07";"Maule";"VII";1518259851.30584;328592.261748867;9;18.0722891566265;NA;248;497.991967871486;102;NA;NA;NA;NA;269419.255924935;232898.610429448;324219.287234043;275000;0.441681167179762;0.429832918922687;0.0405098310443632;0.0541586914912128;17338;0.188315642944145;0.00565232437420694;57125;31559.7444088234;0.63747480880345;269;585.087871933183;137.028014616322;NA;3.02820363460554e-05
"07305";10484;0.403185806943915;0.265261350629531;0.135349103395651;0.500381533765738;"Rauco";"073";"Curico";"07";"Maule";"VII";309128164.163427;130895.628467595;1;8.89046941678521;NA;97;862.375533428165;102;NA;NA;NA;NA;305756.962424776;210307.855555556;368993.37390628;271667;0.506449948400413;0.576506498621504;0.0156050955414013;0.0301411674933232;4158;0.47243418542541;0.0125060125060125;57125;7196.63216421838;0.63747480880345;36;343.380389164441;NA;NA;3.39147357484302e-05
"07306";15187;0.425429643774281;0.260420096134852;0.114571673141503;0.497991703430566;"Romeral";"073";"Curico";"07";"Maule";"VII";1603660460.42016;251633.580378662;3;18.5528756957328;NA;239;1478.04576376005;102;NA;NA;NA;NA;282357.368281354;270000;362647.718783351;280000;0.526846483488782;0.641530857600855;0.0194541438038909;0.0697965365114901;5709;0.570092842562718;0.0092835873182694;57125;10424.9573328867;0.63747480880345;36;237.044840982419;NA;NA;9.47020917134851e-06
"07307";18544;0.407571182053494;0.277771786022433;0.123705780845557;0.493960310612597;"Sagrada Familia";"073";"Curico";"07";"Maule";"VII";547617514.802489;124452.886724779;1;5.13637064050542;NA;86;441.727875083466;102;NA;NA;NA;NA;252133.421087582;270000;283733.843769709;270000;0.444336293953036;0.56202907778839;0.0512789132297149;0.0381794650560828;6842;0.574741156169111;0.0102309266296405;57125;12729.3348772669;0.63747480880345;48;258.843830888697;NA;NA;3.38630513063271e-05
"07308";28921;0.409218215137789;0.272812143425193;0.121676290584696;0.489505895370146;"Teno";"073";"Curico";"07";"Maule";"VII";619488793.813332;164730.140817901;4;12.9659643435981;NA;227;735.81847649919;102;NA;NA;NA;NA;296572.615306271;270000;362329.538831527;304602.908783784;0.497270227002176;0.548865804536782;0.0458909507773877;0.0409045330382767;10807;0.670412503025483;0.00897566392153234;57125;19852.5180104311;0.63747480880345;113;390.719546350403;96.8154628124892;NA;4.66852674153694e-05
"07309";4322;0.348218417399352;0.309810273021749;0.170060157334567;0.487043035631652;"Vichuquen";"073";"Curico";"07";"Maule";"VII";451714573.903088;111203.768578903;0;0;NA;6;136.955033097466;19;NA;NA;NA;NA;298305.239112794;171446.5;404463.20861204;218846.153846154;0.342200725513906;0.663064208518754;0.0219307675768652;0.0992596020360944;3465;0.724664507172605;0.0124098124098124;57125;2966.79170295229;0.63747480880345;18;416.4738546969;NA;NA;9.56798883563862e-06
"07401";93602;0.409905771244204;0.256137689365612;0.125200316232559;0.522755924018718;"Linares";"074";"Linares";"07";"Maule";"VII";1466116313.08269;269761.6986318;9;8.90445519574961;29.2890523695055;634;627.269399345028;116;NA;NA;NA;NA;293990.677806652;228973.166666667;354163.478976744;270000;0.523674702043898;0.468709936767997;0.0565445372226751;0.0334608234866776;35676;0.17018867118224;0.00964233658481893;57125;64252.1140628738;0.63747480880345;984;1051.25958847033;274.566782761052;NA;6.38435021592456e-05
"07402";20765;0.403082109318565;0.252781122080424;0.134119913315675;0.508548037563207;"Colbun";"074";"Linares";"07";"Maule";"VII";2926206672.42976;414700.769741432;0;0;NA;176;779.968978506537;114;NA;NA;NA;NA;208717.825039391;122753.5;275856.410222538;263819.5;0.42562886211847;0.652472012427018;0.0277871907827855;0.0343847820852396;9021;0.564074163255478;0.0140782618334996;57125;14253.9171012967;0.63747480880345;62;298.579340235974;NA;NA;7.09621784258933e-06
"07403";30534;0.397229318137159;0.274546407283684;0.130051745595074;0.492958669024694;"Longavi";"074";"Linares";"07";"Maule";"VII";1454843687.65158;255067.699388813;2;6.09570252971655;NA;256;780.249923803718;102;NA;NA;NA;NA;196510.39916955;168720.965517241;263988.175070822;230000;0.492794091154747;0.615695650645195;0.0017388087310396;0.0379576865133949;11888;0.697157267308574;0.0158983849259758;57125;20959.7449925834;0.63747480880345;84;275.103163686382;NA;NA;2.09878217564996e-05
"07404";41637;0.386170953719048;0.263827845425943;0.139251146816533;0.515695174964575;"Parral";"074";"Linares";"07";"Maule";"VII";1636866282.44038;333210.491895703;3;6.73491379310345;NA;260;583.692528735632;116;NA;NA;NA;NA;255618.713569091;227867;320598.970307632;273439.356589147;0.560511870908009;0.46082911253028;0.0464408280748367;0.0219996637605975;17448;0.260417417201047;0.0088835396607061;57125;28581.2832336475;0.63747480880345;319;766.145495592862;244.974421788313;NA;2.54370197777695e-05
"07405";19974;0.374186442375088;0.28842495243817;0.138229698608191;0.49664563933113;"Retiro";"074";"Linares";"07";"Maule";"VII";824683311.297578;188805.158477607;0;0;NA;135;640.690997105026;102;NA;NA;NA;NA;177858.950698817;105344.514285714;217946.678117449;161857.142857143;0.443377483443709;0.639240506329114;0.00465809577044907;0.0221788324822269;8260;0.64639030739962;0.0110169491525424;57125;13710.9434231303;0.63747480880345;50;250.325423049965;NA;NA;2.42202063827051e-05
"07406";45547;0.406656859946868;0.252574263947132;0.131512503567743;0.516938546995411;"San Javier";"074";"Linares";"07";"Maule";"VII";1309871945.55629;211178.467856211;9;18.1998341792886;NA;395;798.770500090999;109;NA;NA;NA;NA;276071.026186913;2e+05;360293.486740804;270000;0.486378838552752;0.513031882652443;0.0291548100444311;0.0255560190572376;17895;0.284936439282499;0.00972338642078793;57125;31265.2618450644;0.63747480880345;228;500.581816585066;144.905262695677;NA;3.47721013145729e-05
"07407";16221;0.385857838604278;0.266074841255163;0.147463165032982;0.514209974724123;"Villa Alegre";"074";"Linares";"07";"Maule";"VII";189537352.795425;69697.4500273746;2;11.4207400639561;NA;129;736.637734125171;95;NA;NA;NA;NA;254281.85655814;195813.391304348;294831.144251369;270000;0.517537022603274;0.540752240491144;0.0277536860364267;0.0234264225386844;6833;0.403489303988657;0.00936631055173423;57125;11134.7358198957;0.63747480880345;61;376.05573022625;NA;NA;8.55820753047445e-05
"07408";18081;0.400752170787014;0.267684309496156;0.121785299485648;0.49532658591892;"Yerbas Buenas";"074";"Linares";"07";"Maule";"VII";259548110.930556;82756.1127111816;5;26.0416666666667;NA;120;625;95;NA;NA;NA;NA;241058.451980838;198902.520618557;270735.397495362;260000;0.450478814115178;0.477538891802132;0.0210167899495127;0.0279851778109618;6813;0.657817598584149;0.0121825921033319;57125;12411.5133690607;0.63747480880345;38;210.165366959792;NA;NA;6.96633850856178e-05
"08101";223574;0.483280703480727;0.235277805111507;0.124603039709447;0.518620233121919;"Concepcion";"081";"Concepcion";"08";"Biobio";"VIII";215799454.757037;80200.9225066091;28;11.7601599381752;18.4103663271375;1653;694.269442064412;116;71.0703601108033;85.860597826087;16.8590027700831;9.2320652173913;445169.859912058;3e+05;484530.519975645;320000;0.485289435638345;0.256718201710047;0.199358583463198;0.0839990338769267;85638;0.0202036014921234;0.00901468974053574;122861;261192.530553928;0.74648292804637;2897;1295.76784420371;589.066707219981;NA;0.00103602671402352
"08102";116262;0.426915071132442;0.250554781441916;0.0978565653437925;0.520058144535618;"Coronel";"081";"Concepcion";"08";"Biobio";"VIII";273484023.468044;117290.097489373;5;3.97364677459091;13.9367948703443;1258;999.769528487074;114;NA;NA;NA;NA;335308.837584991;250000;393597.767786959;291862.068965517;0.451195625988499;0.384610685424048;0.0512741786920479;0.113029192685486;41175;0.0274208253771654;0.00731026108075288;122861;135824.228162759;0.74648292804637;418;359.532779412018;125.578434914245;NA;0.000425114412628879
"08103";85938;0.429193139239917;0.262363564430171;0.112941888338104;0.528671833182061;"Chiguayante";"081";"Concepcion";"08";"Biobio";"VIII";63725904.6584917;45457.5599870993;10;10.9673173941654;15.4118118278052;530;581.267821890766;116;NA;NA;NA;NA;398227.269770012;270000;464764.610073422;3e+05;0.474926413632843;0.321074547906818;0.11361572671779;0.0843282366357141;28959;0.000872722195070865;0.0110846369004455;122861;100397.916084802;0.74648292804637;223;259.489399334404;NA;NA;0.00134855676762132
"08104";10624;0.359563253012048;0.300357680722892;0.169051204819277;0.493034638554217;"Florida";"081";"Concepcion";"08";"Biobio";"VIII";605146691.888545;133359.011695415;3;25.3356979984799;NA;46;388.480702643358;102;NA;NA;NA;NA;198735.134933124;123511.904761905;287347.634288176;227630.952380952;0.409535620779937;0.594520547945205;0.00583507651656945;0.0255082831325301;5172;0.57078313253012;0.0262954369682908;122861;12411.5927818303;0.74648292804637;52;489.457831325301;150.602409638554;NA;1.75560738287184e-05
"08105";24333;0.416553651419882;0.253852792504007;0.111330292195783;0.51329470266716;"Hualqui";"081";"Concepcion";"08";"Biobio";"VIII";533818700.440924;124698.352188705;3;11.4499446586008;20.7006234107807;199;759.512995687188;109;NA;NA;NA;NA;230014.526882367;191285.549450549;295454.259470503;284306;0.452194977259245;0.477936351706037;0.0112532625903898;0.0691242345785559;9031;0.141536185427198;0.0191562396190898;122861;28427.2672402369;0.74648292804637;73;300.004109645338;NA;NA;4.55828916819539e-05
"08106";43535;0.394142643849776;0.277454921327667;0.127139083496038;0.518777994716894;"Lota";"081";"Concepcion";"08";"Biobio";"VIII";114652498.395468;57265.7738321497;2;4.37158469945355;NA;389;850.273224043716;102;NA;NA;NA;NA;297402.786737547;257663.86;351825.996242244;284750;0.42283708012367;0.419066490532805;0.0297419514499764;0.112897668542552;15489;0.00248076260480074;0.00787655755697592;122861;50860.1931247159;0.74648292804637;264;606.408636729069;257.264270127484;NA;0.000379712615156765
"08107";47367;0.41837144003209;0.261342284712986;0.119323579707391;0.522515675470264;"Penco";"081";"Concepcion";"08";"Biobio";"VIII";107560353.616107;59204.5644892989;1;2.00541461947258;NA;400;802.165847789031;109;NA;NA;NA;NA;271234.214746544;247747.607594937;313661.690579624;276667;0.489301237044467;0.374839857651246;0.0211236035648322;0.0844680895982435;15834;0.00985918466442882;0.0164203612479475;122861;55336.9649187647;0.74648292804637;190;401.123144805455;128.781641227015;NA;0.000440376015953399
"08108";131808;0.458318159747512;0.224553896576839;0.0875060694343287;0.522479667394999;"San Pedro de la Paz";"081";"Concepcion";"08";"Biobio";"VIII";91335940.2517728;46892.616318189;16;10.9659643880306;NA;859;588.735213082395;116;NA;NA;NA;NA;590071.340840259;275479.238095238;725749.436248512;345294.469230769;0.550526131620385;0.384159958945898;0.234983352258512;0.0905863073561544;47511;0.000940762320951687;0.00519879606827892;122861;153985.995989033;0.74648292804637;300;227.603787327021;NA;116;0.00144311209406356
"08109";13749;0.387955487671831;0.261691759400684;0.146774310858972;0.508982471452469;"Santa Juana";"081";"Concepcion";"08";"Biobio";"VIII";779693371.533424;158595.55147643;4;27.0654306786657;NA;86;581.906759591312;95;NA;NA;NA;NA;285508.855574409;154932;350918.93823881;257387.760416667;0.397655625610514;0.54862043251305;0.0179506933744222;0.0780420394210488;6219;0.302203796639756;0.014954172696575;122861;16062.4048529165;0.74648292804637;81;589.133755182195;334.569786893592;NA;1.76338551820183e-05
"08110";151749;0.429650277761303;0.260238947208878;0.12050820763234;0.518988593005555;"Talcahuano";"081";"Concepcion";"08";"Biobio";"VIII";92360959.3173083;75474.2418470381;8;5.05225930720894;21.0456796868289;1113;702.895576115444;114;NA;NA;NA;NA;415913.653791224;3e+05;468644.83161795;330000;0.457473229617292;0.319128548182969;0.113710433231551;0.0753415179012712;50599;0.00941686600900171;0.00988161821379869;122861;177282.265912083;0.74648292804637;1403;924.553044830609;444.154491957113;NA;0.00164299939196888
"08111";54946;0.401867287882648;0.262366687292979;0.143559130782951;0.528282313544207;"Tome";"081";"Concepcion";"08";"Biobio";"VIII";495248161.427164;130192.961956564;1;1.70273629722965;16.3001035854765;373;635.120638866659;116;NA;NA;NA;NA;278595.358720559;212355.766331658;335114.931702717;276000;0.428078920041537;0.39404741000878;0.0592917393065314;0.0578204054890256;23323;0.098387507734867;0.017664965913476;122861;64191.2064185286;0.74648292804637;321;584.209951588833;194.736650529611;NA;0.000110946398754235
"08112";91773;0.428459350789448;0.255532673008401;0.125298290346834;0.526135137785623;"Hualpen";"081";"Concepcion";"08";"Biobio";"VIII";45343404.8351463;37261.22286654;3;3.08410350251354;18.0121334448476;703;722.708254089007;114;NA;NA;NA;NA;338900.76025774;271931.533333333;402356.781881984;3e+05;0.488760753599951;0.336024821502;0.0677870868658618;0.0859185163392283;30722;0.00858640340840988;0.00452444502311047;122861;107214.712383934;0.74648292804637;270;294.204177699323;95.8887690279276;116;0.00202395475888184
"08201";25522;0.418697594232427;0.247786223650184;0.109317451610375;0.51253820233524;"Lebu";"082";"Arauco";"08";"Biobio";"VIII";559761272.81596;174324.125995589;0;0;NA;39;143.911439114391;74;NA;NA;NA;NA;322512.623294634;201412.698412698;381377.911242604;260000;0.415279497409089;0.530412453859734;0.0134809821858449;0.276663270903534;9288;0.0801269492986443;0.0159345391903531;122861;29816.3282170438;0.74648292804637;132;517.200846328658;266.436799623854;NA;4.55944368419914e-05
"08202";36257;0.423366522326723;0.252392641420967;0.110047714924015;0.506991753316601;"Arauco";"082";"Arauco";"08";"Biobio";"VIII";957658846.308661;196399.13090724;1;2.58538224876548;NA;326;842.834613097546;114;NA;NA;NA;NA;375858.592098405;250000;469772.89537415;320630.756756757;0.416202612979225;0.421080196399345;0.0897763229678123;0.160989602007888;13252;0.246490332901233;0.00913069725324479;122861;42357.5978436391;0.74648292804637;143;394.406597346719;179.275726066691;NA;3.78600376739109e-05
