sep=; 
"codigo_comuna";"poblacion";"15-44";"45-64";"65+";"perc_mujer";"nombre_comuna";"codigo_provincia";"nombre_provincia";"codigo_region";"nombre_region";"region";"superficie";"perimetro";"casos_fallecidos";"tasa_mortalidad";"mp25";"casos_confirmados";"tasa_contagios";"dias_primerContagio";"hr_summer";"hr_winter";"tmed_summer";"tmed_winter";"ingresoTotal_media";"ingresoTotal_mediana";"ingresoAutonomo_media";"ingresoAutonomo_mediana";"perc_ocupado";"perc_menor_media";"perc_isapre";"perc_puebloOrig";"viviendas";"perc_rural";"perc_material_irrecuperable";"pcr_region";"consumo_lena_m3";"penetracion_lena";"defunciones";"tasa_mortalidad_all";"tasa_camas";"dias_cuarentena";"densidad_pob";"perc_letalidad"
"08101";223574;48.3280703480727;23.5277805111507;12.4603039709447;51.8620233121919;"Concepcion";"081";"Concepcion";"08";"Biobio";"VIII";215799454.757037;80200.9225066091;28;11.7601599381752;18.4103663271375;1653;694.269442064412;116;71.0703601108033;85.860597826087;16.8590027700831;9.2320652173913;445169.859912058;3e+05;484530.519975645;320000;48.5289435638345;25.6718201710047;19.9358583463198;8.39990338769267;85638;2.02036014921234;0.901468974053574;124086;261192.530553928;74.648292804637;2897;1295.76784420371;589.066707219981;0;1036.02671402352;1.69388989715668
"08102";116262;42.6915071132442;25.0554781441916;9.78565653437925;52.0058144535618;"Coronel";"081";"Concepcion";"08";"Biobio";"VIII";273484023.468044;117290.097489373;5;3.97364677459091;13.9367948703443;1258;999.769528487074;114;NA;NA;NA;NA;335308.837584991;250000;393597.767786959;291862.068965517;45.1195625988499;38.4610685424048;5.12741786920479;11.3029192685486;41175;2.74208253771654;0.731026108075288;124086;135824.228162759;74.648292804637;418;359.532779412018;125.578434914245;0;425.114412628879;0.397456279809221
"08103";85938;42.9193139239917;26.2363564430171;11.2941888338104;52.8671833182061;"Chiguayante";"081";"Concepcion";"08";"Biobio";"VIII";63725904.6584917;45457.5599870993;10;10.9673173941654;15.4118118278052;530;581.267821890766;116;NA;NA;NA;NA;398227.269770012;270000;464764.610073422;3e+05;47.4926413632843;32.1074547906818;11.361572671779;8.43282366357141;28959;0.0872722195070865;1.10846369004455;124086;100397.916084802;74.648292804637;223;259.489399334404;0;0;1348.55676762132;1.88679245283019
"08105";24333;41.6553651419882;25.3852792504007;11.1330292195784;51.329470266716;"Hualqui";"081";"Concepcion";"08";"Biobio";"VIII";533818700.440924;124698.352188705;3;11.4499446586008;20.7006234107807;199;759.512995687188;109;NA;NA;NA;NA;230014.526882367;191285.549450549;295454.259470503;284306;45.2194977259245;47.7936351706037;1.12532625903898;6.91242345785559;9031;14.1536185427198;1.91562396190898;124086;28427.2672402369;74.648292804637;73;300.004109645338;0;0;45.5828916819539;1.50753768844221
"08110";151749;42.9650277761303;26.0238947208878;12.050820763234;51.8988593005555;"Talcahuano";"081";"Concepcion";"08";"Biobio";"VIII";92360959.3173083;75474.2418470381;8;5.05225930720894;21.0456796868289;1113;702.895576115444;114;NA;NA;NA;NA;415913.653791224;3e+05;468644.83161795;330000;45.7473229617292;31.9128548182969;11.3710433231551;7.53415179012712;50599;0.941686600900171;0.988161821379869;124086;177282.265912083;74.648292804637;1403;924.553044830609;444.154491957113;0;1642.99939196888;0.718778077268643
"08111";54946;40.1867287882648;26.2366687292979;14.3559130782951;52.8282313544207;"Tome";"081";"Concepcion";"08";"Biobio";"VIII";495248161.427164;130192.961956564;1;1.70273629722965;16.3001035854765;373;635.120638866659;116;NA;NA;NA;NA;278595.358720559;212355.766331658;335114.931702717;276000;42.8078920041537;39.404741000878;5.92917393065314;5.78204054890256;23323;9.8387507734867;1.7664965913476;124086;64191.2064185286;74.648292804637;321;584.209951588833;194.736650529611;0;110.946398754235;0.268096514745308
"08112";91773;42.8459350789448;25.5532673008401;12.5298290346834;52.6135137785623;"Hualpen";"081";"Concepcion";"08";"Biobio";"VIII";45343404.8351463;37261.22286654;3;3.08410350251354;18.0121334448476;703;722.708254089007;114;NA;NA;NA;NA;338900.76025774;271931.533333333;402356.781881984;3e+05;48.8760753599951;33.6024821502;6.77870868658618;8.59185163392283;30722;0.858640340840988;0.452444502311047;124086;107214.712383934;74.648292804637;270;294.204177699323;95.8887690279276;116;2023.95475888184;0.42674253200569
"08205";32288;41.4395441030724;25.6411050545094;11.3509663032706;50.9786917740337;"Curanilahue";"082";"Arauco";"08";"Biobio";"VIII";1001598427.16481;182490.783488139;1;2.95054880207719;27.9623452528838;174;513.39549156143;102;NA;NA;NA;NA;297359.867363038;234703.777777778;366690.049147152;3e+05;45.8165780256843;49.4868393492983;3.17911968243931;14.1848364717542;11301;6.54732408325074;0.991062737810813;124086;37720.7744483939;74.648292804637;200;619.425173439049;315.906838453915;0;32.236472346903;0.574712643678161
"08301";202331;42.9434935822983;24.1984668686459;10.9024321532538;51.5744003637604;"Los Angeles";"083";"Biobio";"08";"Biobio";"VIII";1750247835.72774;244865.427623613;7;3.20344141134476;26.3691059588414;1085;496.533418758438;116;70.4740181268882;91.8440251572327;19.3862973760933;7.13146417445483;343607.186716681;250000;430105.834725623;3e+05;46.1669644307293;43.5745992830742;7.9397134373606;5.45788831172682;74936;25.3268159599864;0.882086046759902;124086;236375.186289581;74.648292804637;1552;767.059916671197;299.014980403398;0;115.601342775478;0.645161290322581
"08304";22389;38.5903792040734;26.4236902050114;13.4798338469784;52.0121488230828;"Laja";"083";"Biobio";"08";"Biobio";"VIII";343457122.97529;76395.9126443845;0;0;19.1151515151515;165;691.157374439744;109;NA;NA;NA;NA;222475.653898671;167700.990566038;306602.370476295;276589.824074074;42.9551164527738;51.8899239747296;2.36267953075321;6.48086113716557;8747;27.5447764527223;1.94352349376929;124086;26156.1700670556;74.648292804637;131;585.108758765465;553.843405243646;0;65.1871762217341;0
"08306";26315;40.6042181265438;25.6203686110583;11.9665589967699;50.7429222876686;"Nacimiento";"083";"Biobio";"08";"Biobio";"VIII";905791563.370946;179208.858545119;3;10.7357572287432;44.8946735682084;157;561.837961637561;107;NA;NA;NA;NA;316465.178836792;246653.386138614;398003.975272602;318804.6875;40.3916707982152;45.2102572232571;8.51976585678774;5.58996769903097;10130;12.4795743872316;1.84600197433366;124086;30742.7582882026;74.648292804637;139;528.215846475394;0;0;29.0519376246644;1.91082802547771
"09101";282415;46.8555140484748;22.7063010109236;10.8071455128092;52.4497636456987;"Temuco";"091";"Cautin";"09";"La Araucania";"IX";464465070.90868;105445.749369708;24;7.92259623478614;28.277996723263;1121;370.051265799803;116;74.4142956924811;88.2754352707628;15.7288602063234;7.06116381034943;445737.462936903;270000;548454.615294251;312753.058441559;50.730456726912;33.9895327460972;14.223166119497;23.9066621815413;104757;6.81621018713595;0.942180474813139;47970;620512.332834321;92.0891131793168;2642;935.502717631854;324.699467096294;118;608.043570310859;2.14094558429973
"09112";76126;44.4316002417045;22.9973990489452;9.70759004807819;51.4016236239918;"Padre las Casas";"091";"Cautin";"09";"La Araucania";"IX";463914744.838711;151847.813045886;5;6.08939227865059;43.8586524033149;215;261.843867981975;116;NA;NA;NA;NA;274518.352555439;214997.436619718;349545.235286022;280000;51.2105964185289;44.9558294252372;6.91521197007481;48.6561752883378;26158;40.3055460683603;1.80824222035324;47970;167261.377226229;92.0891131793168;223;292.935396579355;0;119;164.094805881772;2.32558139534884
"10101";245902;47.1496775138063;22.5736268920139;8.52046750331433;50.785678847671;"Puerto Montt";"101";"Llanquihue";"10";"Los Lagos";"X";1673156525.00145;339553.015045829;8;2.96958403551622;27.6456828755874;1467;544.547472512788;116;77.4633333333333;89.0625;14.1360110803324;6.54266304347826;370702.497815491;270000;445332.475433186;301667;54.72654322116;42.2047972172177;12.5322762212951;21.029922489447;93380;10.4753113028768;4.45705718569287;89804;958080.669314161;96.4365680529751;1700;691.332319379265;276.532927751706;0;146.968915535136;0.5453306066803
"10301";161460;43.8189025145547;24.1793633097981;11.7100210578471;52.2141706924316;"Osorno";"103";"Osorno";"10";"Los Lagos";"X";954627000.462361;228708.747406802;12;6.92001614670434;39.0912425087351;634;365.607519750879;116;69.5128048780488;87.6370967741936;15.6219895287958;6.85537634408602;354196.310912428;264982.891025641;425540.301930816;290000;52.4765838188657;42.2424034107013;10.0328649916123;28.921714356497;60132;8.44419670506627;2.67910596687288;89804;629078.677145629;96.4365680529751;1402;868.326520500434;269.4165737644;116;169.134122460185;1.89274447949527
"11101";57818;44.6763983534539;23.1208274239856;8.90380158428171;50.2525165173475;"Coihaique";"111";"Coihaique";"11";"Aysen del General Carlos Ibanez del Campo";"XI";7273098360.79543;684429.623625456;0;0;51.078534646957;30;49.0115994118608;102;59.5564605892722;81.0080509303866;13.0638382439352;2.40770585169744;551857.609954233;324659.111111111;677770.65701915;424387.1875;61.3072779219646;44.1280054182188;9.64055718885622;25.0492926078384;23999;13.5770867203985;1.02504271011292;6341;315405.658853409;99.493006993007;342;591.511294060673;276.730429969906;0;7.9495693763279;0
"11201";23959;44.8140573479695;23.2814391251722;8.59802162026796;46.9134771901999;"Aisen";"112";"Aisen";"11";"Aysen del General Carlos Ibanez del Campo";"XI";29864021641.2825;6466828.24688873;0;0;29.6950867052023;36;143.988480921526;112;76.2554296231716;87.6313218390805;13.5194422852701;4.91724137931034;429183.545449995;3e+05;534717.587706049;362000;55.1484209099535;46.4836294229922;7.21148368966695;31.8502441671188;9617;15.2385324930089;2.70354580430488;6341;130699.85437872;99.493006993007;124;517.550815977295;196.168454443007;0;0.802269710616615;0
"12101";131592;44.3841570916165;24.914128518451;11.8761018906924;50.1960605507934;"Punta Arenas";"121";"Magallanes";"12";"Magallanes y de la Antartica Chilena";"XII";17643488921.1144;7981566.57753651;28;19.7205318909173;4.98998589010989;1506;1060.68289384719;116;62.3349030470914;82.4114130434783;10.6531855955679;2.42282608695652;580747.802294729;394100.125;645709.148136591;436919;56.2655427606939;33.7881404720783;19.7384389507006;21.0582710195149;50501;4.3011733236063;2.85538900219798;14338;96980.2847003297;14.6822297739409;924;702.170344701806;370.083287737856;114;7.45838879080888;1.85922974767596
"13101";404495;62.9308149668105;17.4597955475346;7.42135255071138;48.9046836178445;"Santiago";"131";"Santiago";"13";"Metropolitana de Santiago";"M";23005889.8171734;22532.07067341;262;52.0722572131007;26.8281264486639;14329;2847.87547178061;116;NA;NA;NA;NA;755646.7149855;561460.72972973;774821.31271974;6e+05;75.0535180452475;21.6284407275242;29.0989437207417;7.93384343440586;193628;0;0.146156547606751;863918;21737.3166560942;7.90816428187167;3391;838.329274774719;601.490747722469;120;17582.2366887132;1.82845976690627
"13102";80832;44.7929038004751;23.2370843230404;11.8876187648456;50.9711500395883;"Cerrillos";"131";"Santiago";"13";"Metropolitana de Santiago";"M";16885538.3154378;20793.0715152937;69;77.5664373398084;29.1281718863863;2902;3262.28697333513;114;NA;NA;NA;NA;315784.334776466;268290.741784038;375016.521736639;3e+05;61.8840927432547;48.1159861872842;12.5191021156654;10.8137866191607;24547;0;0.346274493828166;863918;4343.86279174132;7.90816428187167;212;262.272367379256;0;80;4787.05496324618;2.3776705720193
"13103";132622;43.9783746286438;23.8700969673207;12.3637103949571;50.6582618268462;"Cerro Navia";"131";"Santiago";"13";"Metropolitana de Santiago";"M";11021166.8707353;15939.7288995223;225;157.933527533078;31.1152079788732;6179;4337.20562945285;116;NA;NA;NA;NA;292924.929486649;270000;363335.663737833;3e+05;55.5691294417592;40.8496621906222;6.72149935953616;15.5411620998024;38020;0;0.825881115202525;863918;7127.02606846691;7.90816428187167;468;352.88262882478;0;77;12033.3900716224;3.64136591681502
"13105";162505;43.1740561828867;24.2810990431064;12.2273160825821;51.1571951632257;"El Bosque";"131";"Santiago";"13";"Metropolitana de Santiago";"M";14214481.3000105;15347.2407858596;194;112.790697674419;31.6771981178161;6169;3586.62790697674;116;NA;NA;NA;NA;357310.46420163;287817.027624309;417213.486733204;320000;52.935838944387;39.9182926430696;7.18468090814581;11.7079474477708;47941;0;0.402578168999395;863918;8732.92041483476;7.90816428187167;469;288.606504415249;0;99;11432.3552558953;3.1447560382558
"13108";100281;52.0706813853073;20.1683270011268;10.9741626030853;50.9518253707083;"Independencia";"131";"Santiago";"13";"Metropolitana de Santiago";"M";7404828.78260109;11036.2794404343;219;154.15478830113;27.5035967760342;6225;4381.79706472389;116;NA;NA;NA;NA;399901.623746155;350000;409194.659324726;350000;72.4261229314421;22.9859841560024;18.4096908691683;6.96343275396137;36666;0;0.223640429825997;863918;5389.04028872985;7.90816428187167;6265;6247.44468044794;1413.02938742135;120;13542.6493905743;3.51807228915663
"13110";366916;44.0983767401803;24.7280031396832;12.8340001526235;52.1162881967535;"La Florida";"131";"Santiago";"13";"Metropolitana de Santiago";"M";70878579.5367919;48310.9622923887;427;106.104618657019;26.4873571407837;13038;3239.79395327918;116;NA;NA;NA;NA;492513.681130475;350000;544512.99787916;380000;55.9721968758304;33.3274416331793;24.4029387363225;9.8965430779797;120035;0.0318874074720099;0.26159036947557;863918;19717.8439243685;7.90816428187167;1844;502.567345114413;272.269402261008;77;5176.68387823066;3.27504218438411
"13114";294838;45.0878109334618;24.0376070927085;15.6055189629559;53.9011253637591;"Las Condes";"131";"Santiago";"13";"Metropolitana de Santiago";"M";99144987.3382522;50542.9639318529;265;80.1187571615587;22.3038727281273;5577;1686.12191958495;116;NA;NA;NA;NA;1664332.91631991;1e+06;1707538.7281403;1e+06;57.5984432518189;20.3517303971094;71.2119543141966;2.96332223119137;118007;0;0.0449125899311058;863918;15844.4157980927;7.90816428187167;1857;629.837402234447;401.237289630238;120;2973.80642143918;4.75165859781244
"13124";230293;45.6118944127698;25.0589466462289;8.48397476258505;51.1874003986226;"Pudahuel";"131";"Santiago";"13";"Metropolitana de Santiago";"M";197040947.906948;69454.6698168132;212;83.7484544064723;28.6356252609006;9368;3700.73358905582;116;48.7732943316658;64.3191544489383;20.063882472854;9.21742557411947;362895.328069672;306607.290322581;413288.71683082;350000;57.0355485581704;36.4705647814039;13.3426088359244;12.0763549044044;68940;1.80422331551545;0.346678270960255;863918;12375.8065357592;7.90816428187167;520;225.799307838276;2.60537662890318;70;1168.75706520025;2.26302305721605
"13125";210410;48.5822917161732;23.2132503208022;5.43890499500974;50.8312342569269;"Quilicura";"131";"Santiago";"13";"Metropolitana de Santiago";"M";57350950.491168;33606.8882250277;133;52.2195261765098;25.6019748599391;8672;3404.87015791499;116;NA;NA;NA;NA;457768.909909515;4e+05;493045.097231698;402500;58.3085223393765;36.8152946588902;15.6575140462546;10.7979658761466;62470;0.262344945582434;0.302545221706419;863918;11307.3061412595;7.90816428187167;289;137.350886364717;0;80;3668.81452178204;1.53367158671587
"13201";568106;45.5545267960557;25.1768155942729;7.65490947111983;51.5676651892429;"Puente Alto";"132";"Cordillera";"13";"Metropolitana de Santiago";"M";88229844.1232957;48096.4295931838;508;78.6488499153906;23.1482174253201;21893;3389.48675432607;116;NA;NA;NA;NA;393842.8277875;303939.029411765;439111.413401021;340000;57.1309738310999;34.6779384826965;16.6883700071125;10.6862099678581;171511;0.00211228186289178;0.238468669648011;863918;30529.6728420056;7.90816428187167;2236;393.588520452169;190.809461614558;106;6438.93237764432;2.3203763760106
"13601";74237;44.3054002721015;24.5228120748414;9.67442111076687;50.4707894984981;"Talagante";"136";"Talagante";"13";"Metropolitana de Santiago";"M";126744810.486143;66063.3108363044;56;68.4278696937853;22.7275761544118;1562;1908.6487939588;114;NA;NA;NA;NA;489560.194812522;335187.545833333;540672.742894107;382692.549019608;56.3692835258735;35.1527655210246;18.6559340619615;7.50703826932662;23271;20.2432749168205;0.519960465815822;863918;3989.45148048422;7.90816428187167;428;576.531918046257;162.99150019532;28;585.720233556358;3.58514724711908
